aX,aY,aZ,gX,gY,gZ
-0.003,1.467,-2.310,45.776,21.118,51.819
0.025,1.175,-2.147,3.418,14.893,46.265
0.110,0.906,-1.835,-38.025,16.296,39.124
0.230,0.517,-1.453,-65.186,21.057,34.546
0.380,0.121,-1.075,-78.491,24.536,28.625
0.505,-0.235,-0.744,-82.153,20.996,18.494
0.585,-0.549,-0.478,-76.843,13.977,5.676
0.620,-0.781,-0.294,-66.040,8.240,-5.188
0.628,-0.895,-0.204,-50.964,6.531,-13.306
0.579,-0.952,-0.239,-30.701,7.019,-20.630
0.499,-0.885,-0.357,-12.207,5.249,-26.306
0.387,-0.759,-0.514,4.456,0.793,-24.170
0.304,-0.632,-0.703,19.592,-1.038,-21.973
0.239,-0.535,-0.885,27.588,-4.028,-18.494
0.223,-0.385,-1.027,25.085,-6.531,-14.404
0.218,-0.264,-1.082,19.104,-5.310,-8.606
0.252,-0.216,-1.120,14.709,-2.197,-2.319
0.330,-0.187,-1.137,8.240,-1.465,2.625
0.391,-0.174,-1.100,-1.160,0.610,5.066
0.440,-0.200,-1.027,-8.667,2.808,5.554
0.504,-0.225,-0.946,-14.404,2.625,5.432
0.532,-0.247,-0.871,-18.005,2.441,2.930
0.525,-0.288,-0.816,-17.639,1.160,-2.441
0.503,-0.324,-0.796,-14.832,-1.465,-6.409
0.474,-0.353,-0.801,-12.329,-2.502,-8.850
0.432,-0.348,-0.806,-11.658,-2.502,-10.254
0.401,-0.342,-0.845,-11.658,-2.502,-10.010
0.396,-0.325,-0.908,-12.146,-2.258,-8.728
0.395,-0.321,-0.945,-15.869,0.305,-7.141
0.415,-0.296,-0.970,-20.752,2.014,-7.751
0.426,-0.276,-0.951,-26.611,0.549,-10.498
0.395,-0.292,-0.890,-30.029,0.122,-15.076
0.359,-0.306,-0.853,-30.090,1.038,-17.700
0.334,-0.319,-0.841,-28.809,-1.099,-16.357
0.323,-0.342,-0.841,-26.917,-2.808,-12.390
0.324,-0.349,-0.856,-25.635,-2.258,-8.850
0.332,-0.365,-0.901,-25.085,-3.235,-5.005
0.395,-0.344,-0.979,-28.015,-5.066,-1.526
0.423,-0.302,-1.024,-35.645,-4.089,-2.197
0.447,-0.262,-1.066,-44.922,-3.052,-9.033
0.467,-0.226,-1.122,-53.467,-7.263,-16.479
0.469,-0.158,-1.151,-65.735,-12.390,-27.405
0.436,-0.080,-1.144,-76.477,-15.686,-40.771
0.379,-0.050,-1.143,-82.214,-19.836,-52.673
0.328,-0.028,-1.158,-87.097,-25.940,-60.974
0.262,-0.025,-1.150,-94.910,-29.846,-65.735
0.211,-0.019,-1.136,-105.225,-27.527,-65.857
0.189,-0.026,-1.122,-116.272,-22.339,-61.096
0.200,-0.053,-1.118,-127.441,-16.296,-53.772
0.228,-0.083,-1.104,-140.869,-11.230,-47.485
0.257,-0.109,-1.085,-156.250,-6.775,-43.213
0.302,-0.130,-1.078,-172.852,-4.456,-41.565
0.347,-0.146,-1.070,-191.040,-3.235,-44.189
0.357,-0.178,-1.032,-207.642,-2.747,-49.561
0.356,-0.174,-0.984,-227.173,-5.737,-57.922
0.335,-0.176,-0.894,-243.347,-10.071,-68.665
0.309,-0.168,-0.821,-254.517,-14.648,-78.735
0.256,-0.176,-0.716,-263.367,-21.606,-87.158
0.226,-0.185,-0.681,-267.395,-27.161,-94.177
0.200,-0.244,-0.650,-272.888,-29.114,-100.342
0.182,-0.287,-0.611,-284.729,-24.658,-103.210
0.181,-0.298,-0.561,-303.406,-17.151,-103.638
0.181,-0.297,-0.482,-324.829,-7.690,-102.600
0.178,-0.287,-0.365,-345.093,2.136,-101.135
0.169,-0.276,-0.245,-360.168,8.667,-99.915
0.163,-0.259,-0.147,-368.958,9.094,-98.145
0.182,-0.258,-0.048,-374.390,5.249,-97.168
0.174,-0.255,0.072,-381.165,-1.587,-98.938
0.149,-0.257,0.191,-387.207,-12.024,-102.234
0.123,-0.252,0.356,-392.334,-22.217,-107.117
0.052,-0.237,0.523,-393.372,-26.733,-109.863
0.027,-0.244,0.697,-385.803,-29.114,-108.948
0.015,-0.256,0.832,-368.347,-30.579,-105.530
-0.377,-0.333,2.532,99.060,-81.543,39.246
-0.470,-0.330,2.694,150.513,-89.905,52.795
-0.513,-0.314,2.756,212.769,-89.478,64.514
-0.554,-0.297,2.823,284.546,-74.097,78.430
-0.604,-0.315,2.869,362.976,-51.941,97.290
-0.608,-0.260,2.887,450.745,-37.659,121.338
-0.571,-0.073,2.802,552.063,-38.086,152.161
-0.500,0.308,2.619,653.564,-52.368,192.078
-0.420,0.676,2.370,745.300,-72.327,231.323
-0.364,0.927,1.980,816.467,-80.322,268.372
-0.275,1.098,1.449,852.844,-74.219,300.537
-0.240,1.136,0.846,853.699,-52.429,324.585
-0.127,1.000,0.254,818.359,-23.804,338.867
0.064,0.933,-0.083,753.235,-23.132,343.323
0.277,0.965,-0.252,681.335,-36.926,332.458
0.350,1.017,-0.377,615.173,-32.837,303.833
0.467,1.051,-0.652,559.814,-22.583,265.930
0.521,1.002,-0.857,506.042,-18.860,231.995
0.549,0.977,-0.971,448.914,-11.475,199.158
0.514,1.049,-1.032,388.611,-2.747,166.321
0.484,1.100,-1.098,338.379,4.456,142.822
0.405,1.130,-1.166,296.082,10.254,130.737
0.339,1.182,-1.253,257.629,14.465,126.343
0.243,1.249,-1.391,225.403,17.334,128.967
0.226,1.301,-1.550,193.176,17.273,133.728
0.311,1.333,-1.666,160.156,16.846,136.841
0.382,1.261,-1.730,127.808,20.020,128.357
0.416,1.142,-1.785,94.727,15.320,109.985
0.450,1.010,-1.785,62.073,3.235,86.487
0.460,0.760,-1.727,30.273,-1.709,64.270
0.449,0.512,-1.578,-4.211,4.700,45.715
0.463,0.316,-1.356,-35.400,13.428,32.715
0.494,0.137,-1.136,-54.199,17.334,22.705
0.518,-0.089,-0.951,-59.021,16.785,12.573
0.506,-0.222,-0.787,-58.105,13.000,-0.977
0.469,-0.325,-0.667,-50.659,10.559,-16.052
0.414,-0.423,-0.613,-37.720,8.911,-27.832
0.343,-0.450,-0.624,-25.269,2.197,-28.564
0.295,-0.455,-0.681,-14.282,-0.671,-22.766
0.297,-0.474,-0.762,-5.859,0.854,-13.245
0.330,-0.457,-0.827,-2.686,3.174,-1.892
0.381,-0.401,-0.896,-3.906,5.005,6.470
0.447,-0.361,-0.944,-7.019,5.859,10.498
0.499,-0.300,-0.947,-11.475,7.385,10.376
0.531,-0.241,-0.926,-14.709,5.737,5.249
0.554,-0.203,-0.910,-16.296,2.930,-1.831
0.559,-0.187,-0.897,-16.541,0.244,-7.690
0.529,-0.185,-0.893,-16.846,-2.563,-11.841
0.501,-0.187,-0.882,-17.944,-4.211,-12.878
0.457,-0.208,-0.851,-18.494,-3.052,-11.108
0.442,-0.240,-0.863,-17.761,-1.160,-7.324
0.450,-0.229,-0.881,-19.348,1.160,-2.869
0.453,-0.246,-0.891,-21.729,4.578,1.709
0.472,-0.267,-0.903,-24.597,7.080,3.601
0.486,-0.254,-0.892,-28.503,7.874,2.930
0.512,-0.262,-0.880,-30.884,7.324,-0.244
0.533,-0.285,-0.852,-32.104,7.751,-5.920
0.510,-0.299,-0.845,-32.593,7.935,-12.207
0.485,-0.295,-0.850,-32.349,5.127,-17.029
0.443,-0.290,-0.865,-32.104,1.526,-19.958
0.393,-0.278,-0.857,-33.447,0.916,-20.508
0.349,-0.276,-0.865,-34.180,1.648,-18.372
0.339,-0.255,-0.936,-34.241,-0.061,-13.062
0.347,-0.241,-1.002,-37.964,-0.977,-8.667
0.355,-0.205,-1.048,-45.715,2.136,-5.981
0.379,-0.170,-1.065,-53.406,3.906,-4.944
0.396,-0.137,-1.018,-61.096,2.380,-7.324
0.400,-0.146,-0.994,-64.331,0.977,-12.878
0.403,-0.144,-1.002,-67.261,-3.113,-19.348
0.395,-0.140,-1.017,-72.205,-7.935,-24.780
0.370,-0.131,-1.020,-78.430,-10.498,-29.907
0.362,-0.130,-1.048,-86.243,-11.780,-34.668
0.364,-0.120,-1.067,-96.130,-12.268,-36.316
0.366,-0.121,-1.085,-109.192,-10.681,-36.316
0.390,-0.080,-1.127,-124.207,-9.583,-38.879
0.402,-0.069,-1.156,-140.808,-10.254,-43.823
0.394,-0.076,-1.150,-157.288,-9.705,-49.744
0.390,-0.061,-1.108,-173.401,-9.644,-57.739
0.378,-0.064,-1.033,-187.195,-11.047,-66.711
0.342,-0.062,-0.937,-199.097,-13.977,-75.745
0.325,-0.085,-0.852,-206.848,-16.663,-83.679
0.310,-0.132,-0.796,-211.548,-17.944,-88.867
0.306,-0.163,-0.787,-217.773,-18.127,-90.454
0.296,-0.200,-0.775,-227.295,-17.090,-91.003
0.266,-0.224,-0.738,-240.417,-13.123,-90.637
0.263,-0.232,-0.714,-255.310,-8.545,-89.294
0.278,-0.249,-0.681,-271.301,-2.502,-89.172
0.268,-0.263,-0.621,-288.208,3.906,-90.454
0.252,-0.258,-0.564,-305.664,6.287,-92.102
0.240,-0.238,-0.473,-321.838,5.493,-94.238
0.214,-0.219,-0.356,-332.153,1.709,-97.351
0.188,-0.203,-0.267,-335.937,-5.676,-102.234
0.156,-0.185,-0.198,-337.280,-16.113,-108.948
0.138,-0.216,-0.076,-339.600,-26.367,-116.577
0.117,-0.261,0.107,-345.764,-30.029,-122.314
0.101,-0.323,0.322,-352.478,-25.513,-126.038
0.075,-0.330,0.502,-353.333,-17.883,-124.878
0.080,-0.356,0.610,-346.252,-10.376,-118.469
0.110,-0.404,0.651,-336.731,0.366,-109.680
0.091,-0.456,0.682,-330.017,14.587,-105.164
-0.000,0.522,-2.643,222.351,131.165,142.334
0.086,0.500,-2.626,167.297,138.245,143.799
0.167,0.373,-2.510,119.568,114.807,130.127
0.285,0.224,-2.338,74.402,71.228,100.525
0.392,0.019,-2.071,30.334,26.733,61.768
0.362,-0.168,-1.686,-12.085,-4.333,20.508
0.326,-0.416,-1.223,-47.546,-22.095,-7.996
0.256,-0.594,-0.732,-70.313,-27.649,-22.034
0.188,-0.710,-0.370,-77.454,-22.644,-25.269
0.183,-0.838,-0.140,-66.406,-16.846,-21.118
0.187,-0.968,-0.033,-46.143,-9.155,-13.123
0.214,-1.032,-0.020,-28.442,0.977,-4.639
0.226,-1.043,-0.095,-10.498,10.864,2.319
0.235,-1.006,-0.221,6.165,15.320,4.211
0.223,-0.954,-0.384,19.043,13.062,2.869
0.192,-0.876,-0.556,26.978,6.714,1.526
0.181,-0.797,-0.737,30.090,-1.526,0.977
0.194,-0.749,-0.889,26.550,-6.958,0.061
0.203,-0.727,-0.954,16.357,-8.179,-2.014
0.198,-0.698,-0.948,3.296,-7.263,-2.991
0.223,-0.681,-0.907,-8.057,-7.629,-2.991
0.250,-0.684,-0.837,-16.113,-9.399,-2.869
0.252,-0.699,-0.739,-21.606,-10.559,-3.540
0.249,-0.703,-0.659,-23.010,-9.216,-3.967
0.260,-0.719,-0.613,-19.958,-7.141,-3.235
0.273,-0.740,-0.592,-16.357,-6.348,-2.197
0.271,-0.764,-0.582,-15.015,-4.944,-2.991
0.288,-0.776,-0.560,-15.015,-2.991,-2.686
0.312,-0.789,-0.525,-15.564,-1.831,-1.709
0.305,-0.776,-0.501,-15.198,-1.038,-3.235
0.284,-0.783,-0.513,-11.841,-0.732,-5.676
0.249,-0.790,-0.548,-7.935,-1.160,-5.920
0.228,-0.783,-0.585,-6.775,-0.916,-4.028
0.212,-0.791,-0.606,-8.606,1.587,-1.343
0.182,-0.757,-0.610,-11.902,6.775,-0.244
0.171,-0.771,-0.620,-12.390,10.925,2.319
0.182,-0.771,-0.633,-11.658,10.559,5.798
0.191,-0.769,-0.638,-12.329,7.568,6.653
0.202,-0.775,-0.629,-12.146,2.808,6.104
0.198,-0.733,-0.615,-11.414,-2.319,4.089
0.196,-0.773,-0.624,-8.240,-6.409,1.221
0.227,-0.807,-0.611,-6.531,-9.277,1.282
0.226,-0.807,-0.557,-9.033,-9.521,1.831
0.214,-0.804,-0.537,-8.728,-8.362,0.916
0.193,-0.801,-0.545,-5.676,-7.080,0.977
0.181,-0.802,-0.565,-2.319,-4.578,3.174
0.179,-0.800,-0.595,-1.160,-0.244,6.836
0.198,-0.790,-0.633,-2.563,3.662,10.437
0.208,-0.787,-0.657,-5.798,7.629,11.902
0.242,-0.749,-0.669,-10.071,11.719,11.841
0.264,-0.726,-0.683,-13.123,11.475,10.559
0.286,-0.736,-0.717,-14.465,6.287,5.249
0.283,-0.693,-0.748,-17.578,0.122,-0.977
0.279,-0.691,-0.771,-20.020,-4.150,-3.174
0.271,-0.677,-0.797,-24.902,-6.653,-6.104
0.250,-0.685,-0.788,-29.724,-9.338,-9.216
0.233,-0.684,-0.777,-35.095,-11.841,-12.390
0.225,-0.684,-0.747,-40.283,-12.939,-13.611
0.210,-0.681,-0.738,-44.434,-10.559,-13.123
0.223,-0.678,-0.751,-47.974,-7.080,-11.719
0.215,-0.672,-0.764,-52.673,-2.258,-10.010
0.213,-0.668,-0.784,-57.922,3.967,-8.789
0.212,-0.640,-0.819,-64.697,8.484,-8.118
0.193,-0.638,-0.861,-70.557,10.071,-7.996
0.190,-0.599,-0.910,-78.430,8.179,-8.850
0.173,-0.584,-0.948,-87.646,7.019,-9.216
0.169,-0.566,-0.964,-97.900,7.385,-9.888
0.160,-0.554,-0.969,-110.413,4.639,-12.268
0.163,-0.514,-0.971,-122.131,0.610,-14.038
0.156,-0.501,-0.965,-133.484,-1.038,-15.076
0.162,-0.500,-0.934,-145.142,-0.610,-16.663
0.159,-0.480,-0.906,-157.776,0.000,-19.592
0.162,-0.473,-0.882,-169.678,0.183,-21.606
0.156,-0.465,-0.845,-182.312,1.282,-23.376
0.153,-0.447,-0.782,-194.885,3.174,-24.475
0.147,-0.448,-0.691,-205.017,5.127,-23.987
0.136,-0.435,-0.606,-213.989,6.470,-22.888
0.143,-0.425,-0.547,-220.215,6.226,-21.301
0.143,-0.432,-0.483,-224.609,6.531,-20.020
0.127,-0.423,-0.414,-229.492,8.118,-18.799
0.108,-0.428,-0.346,-234.131,9.094,-17.029
0.106,-0.400,-0.284,-237.183,8.850,-15.015
0.087,-0.383,-0.202,-237.610,7.385,-10.986
0.074,-0.380,-0.095,-238.342,5.859,-7.446
0.076,-0.347,0.018,-241.211,4.761,-6.104
0.095,-0.316,0.066,-242.249,4.150,-5.859
0.123,-0.277,0.135,-242.981,6.836,-6.409
0.143,-0.325,0.232,-244.080,15.381,-7.996
0.159,-0.339,0.385,-252.625,24.780,-11.292
0.160,-0.330,0.542,-262.756,30.273,-10.498
0.167,-0.334,0.669,-262.268,28.381,-7.690
0.165,-0.363,0.767,-252.502,22.034,-5.981
0.189,-0.398,0.885,-241.516,11.658,-4.761
0.194,-0.407,1.013,-233.154,-1.099,-4.517
0.235,-0.419,1.144,-222.168,-15.991,-6.714
0.181,-0.470,1.308,-213.501,-27.588,-11.353
0.152,-0.529,1.453,-201.721,-31.189,-13.428
0.192,-0.566,1.515,-182.495,-32.776,-10.498
0.182,-0.622,1.539,-165.649,-25.818,-9.155
0.206,-0.676,1.531,-151.794,-8.911,-8.545
0.072,-0.884,2.500,73.242,-80.811,-18.860
0.003,-0.904,2.543,115.051,-93.201,-14.709
-0.043,-0.854,2.483,158.508,-94.666,-6.470
-0.118,-0.891,2.428,198.547,-81.421,4.211
-0.162,-0.917,2.367,225.708,-60.364,10.376
-0.199,-0.863,2.349,251.587,-45.532,19.775
-0.187,-0.693,2.311,286.865,-41.138,34.668
-0.186,-0.524,2.243,333.679,-43.335,49.561
-0.200,-0.320,2.122,383.179,-45.471,63.843
-0.203,-0.078,1.906,432.983,-45.593,79.346
-0.216,0.140,1.559,477.661,-40.283,94.116
-0.139,0.375,1.101,504.578,-25.940,107.971
-0.058,0.554,0.732,514.404,-6.226,119.690
0.059,0.647,0.394,511.169,13.306,122.986
0.177,0.704,0.088,498.535,21.729,115.356
0.309,0.719,-0.101,477.173,13.428,100.830
0.357,0.759,-0.262,453.674,-4.700,85.449
0.384,0.800,-0.430,433.655,-21.790,70.435
0.365,0.866,-0.640,418.091,-30.151,63.599
0.303,0.862,-0.870,403.870,-27.222,65.002
0.185,0.940,-1.198,385.986,-15.503,73.120
0.065,1.074,-1.596,367.126,-0.122,90.454
-0.122,1.212,-2.060,339.905,26.794,117.432
-0.201,1.367,-2.594,305.542,67.078,152.222
-0.184,1.439,-3.104,261.108,102.417,186.279
0.019,1.326,-3.295,201.050,127.869,203.308
0.157,1.107,-3.188,133.789,127.441,195.190
0.398,0.842,-2.939,63.049,80.566,157.288
0.570,0.581,-2.498,2.563,30.579,102.844
0.573,0.226,-1.943,-43.335,1.404,50.049
0.570,-0.180,-1.345,-79.285,-9.094,7.935
0.543,-0.504,-0.730,-104.248,-12.695,-14.099
0.518,-0.758,-0.162,-112.854,-5.981,-23.804
0.490,-0.936,0.207,-101.501,3.418,-26.611
0.443,-1.047,0.337,-73.975,8.118,-25.818
0.368,-1.143,0.247,-37.476,10.620,-20.386
0.307,-1.133,0.024,-7.019,13.306,-11.230
0.245,-0.991,-0.238,12.329,13.855,-4.517
0.196,-0.885,-0.490,27.405,11.169,1.770
0.155,-0.755,-0.734,36.804,9.277,2.563
0.141,-0.630,-0.951,37.170,5.310,0.549
0.138,-0.567,-1.100,32.227,0.732,-1.526
0.164,-0.500,-1.170,20.935,-6.287,-6.104
0.189,-0.464,-1.147,7.751,-12.024,-11.047
0.222,-0.490,-1.085,-1.770,-15.991,-14.771
0.240,-0.539,-0.991,-11.475,-18.005,-18.188
0.249,-0.578,-0.878,-21.667,-15.015,-17.578
0.285,-0.615,-0.756,-28.564,-9.827,-13.184
0.314,-0.653,-0.653,-30.762,-3.845,-8.484
0.343,-0.692,-0.587,-27.832,1.465,-5.127
0.388,-0.727,-0.550,-22.339,2.930,-2.075
0.431,-0.742,-0.518,-16.113,1.709,-1.221
0.425,-0.739,-0.521,-9.644,-1.160,-5.005
0.388,-0.722,-0.567,-3.174,-6.836,-9.583
0.359,-0.688,-0.640,2.197,-12.390,-11.780
0.321,-0.661,-0.722,4.150,-13.245,-13.794
0.280,-0.638,-0.794,1.587,-10.315,-15.076
0.244,-0.616,-0.836,-4.456,-6.042,-14.160
0.213,-0.613,-0.867,-12.756,-0.549,-12.024
0.215,-0.600,-0.842,-20.691,3.052,-8.179
0.223,-0.587,-0.797,-27.466,7.446,-4.944
0.252,-0.597,-0.740,-29.541,10.864,-3.357
0.270,-0.607,-0.704,-27.344,10.437,-3.540
0.287,-0.635,-0.693,-22.156,5.676,-5.310
0.285,-0.664,-0.700,-17.456,-1.221,-6.592
0.284,-0.671,-0.703,-15.320,-6.165,-7.446
0.282,-0.666,-0.723,-15.076,-8.911,-8.667
0.280,-0.668,-0.771,-16.602,-10.376,-10.864
0.272,-0.658,-0.809,-21.851,-8.240,-13.000
0.265,-0.628,-0.831,-29.419,-4.028,-14.221
0.250,-0.600,-0.861,-36.072,-1.587,-15.137
0.247,-0.571,-0.892,-41.138,-3.540,-16.235
0.249,-0.532,-0.903,-46.753,-7.568,-18.677
0.207,-0.502,-0.903,-51.331,-10.254,-22.461
0.176,-0.486,-0.917,-52.795,-11.902,-25.513
0.159,-0.497,-0.954,-53.894,-14.465,-25.208
0.152,-0.450,-1.001,-59.387,-15.137,-24.597
0.131,-0.487,-0.999,-65.186,-11.536,-23.193
0.141,-0.501,-0.994,-74.219,-8.972,-21.240
0.158,-0.475,-0.974,-85.815,-7.874,-19.836
0.161,-0.475,-0.960,-94.482,-6.409,-19.348
0.186,-0.480,-0.966,-102.661,-6.836,-20.508
0.201,-0.473,-0.973,-112.427,-8.911,-23.682
0.196,-0.460,-0.974,-122.925,-11.414,-28.992
0.189,-0.454,-0.971,-133.667,-15.198,-33.997
0.180,-0.449,-0.946,-145.569,-17.761,-38.147
0.160,-0.439,-0.905,-158.569,-17.456,-41.260
0.148,-0.432,-0.855,-170.105,-17.822,-42.236
0.154,-0.424,-0.805,-179.871,-19.592,-42.114
0.133,-0.423,-0.744,-190.002,-20.447,-43.335
0.124,-0.423,-0.681,-198.792,-19.043,-44.312
0.130,-0.432,-0.595,-206.482,-16.663,-43.762
0.122,-0.429,-0.492,-213.806,-12.207,-43.030
0.127,-0.440,-0.424,-217.041,-8.362,-41.321
0.163,-0.464,-0.390,-218.079,-5.371,-38.818
0.167,-0.478,-0.345,-222.961,-0.244,-39.307
0.172,-0.489,-0.303,-230.591,3.479,-40.833
0.164,-0.479,-0.268,-240.601,3.845,-42.053
0.145,-0.455,-0.200,-251.038,2.258,-44.678
0.114,-0.431,-0.108,-260.620,-0.671,-48.096
-0.139,-0.720,2.344,133.057,-79.163,15.930
-0.187,-0.734,2.380,160.400,-80.750,19.836
-0.226,-0.733,2.407,187.378,-74.890,24.841
-0.272,-0.744,2.509,211.182,-65.125,33.325
-0.238,-0.597,2.558,239.014,-61.401,45.410
-0.187,-0.451,2.617,266.968,-67.871,53.711
-0.235,-0.391,2.633,299.500,-72.998,56.885
-0.254,-0.270,2.464,342.468,-71.594,60.608
-0.220,-0.052,2.143,386.597,-60.669,70.313
-0.188,0.161,1.810,425.781,-42.725,85.144
-0.159,0.410,1.446,459.595,-24.231,98.633
-0.115,0.632,1.023,492.615,-13.184,110.413
-0.066,0.836,0.605,519.165,-11.047,121.521
0.027,1.019,0.216,532.837,-16.663,128.479
0.154,1.140,-0.168,532.959,-32.104,128.540
0.274,1.185,-0.516,521.179,-48.767,121.765
0.338,1.145,-0.805,500.244,-55.969,112.244
0.323,1.198,-1.086,477.600,-47.974,107.056
0.273,1.307,-1.426,459.351,-26.794,112.366
0.047,1.428,-1.894,441.284,10.803,126.526
-0.228,1.528,-2.485,421.570,71.960,154.053
-0.373,1.614,-2.985,390.625,128.784,200.562
-0.324,1.634,-3.313,342.712,155.457,244.690
-0.097,1.510,-3.462,279.236,135.315,258.911
0.241,1.191,-3.387,206.238,90.027,235.718
0.646,0.727,-3.195,124.146,41.382,177.612
0.748,0.329,-2.599,31.555,4.333,99.243
0.668,-0.013,-1.734,-47.180,-14.648,35.095
0.630,-0.239,-0.934,-89.722,-28.015,-4.761
0.645,-0.499,-0.375,-88.196,-36.987,-25.085
0.573,-0.842,-0.067,-65.857,-29.480,-38.513
0.500,-1.056,0.079,-45.715,-15.991,-33.569
0.388,-1.135,0.105,-27.649,3.052,-16.541
0.318,-1.066,0.004,-10.803,24.048,-2.197
0.267,-0.970,-0.227,7.935,37.048,9.705
0.204,-0.859,-0.524,24.597,39.673,17.273
0.154,-0.714,-0.792,31.738,35.278,16.174
0.145,-0.593,-0.992,31.799,25.879,10.681
0.100,-0.498,-1.140,26.917,15.259,1.770
0.084,-0.453,-1.244,19.348,1.038,-7.812
0.105,-0.413,-1.266,7.507,-11.780,-15.686
0.111,-0.459,-1.168,-5.981,-16.846,-18.921
0.119,-0.506,-1.014,-19.226,-15.686,-19.958
0.142,-0.548,-0.859,-28.015,-12.024,-15.442
0.197,-0.609,-0.748,-29.846,-4.456,-6.775
0.255,-0.692,-0.637,-28.992,3.967,1.587
0.335,-0.733,-0.545,-27.161,11.353,7.751
0.399,-0.759,-0.512,-21.729,12.756,9.583
0.435,-0.765,-0.526,-15.137,9.338,6.348
0.426,-0.739,-0.589,-10.376,4.761,-1.160
0.387,-0.709,-0.667,-7.690,0.793,-7.385
0.323,-0.658,-0.745,-7.568,-1.465,-11.353
0.285,-0.593,-0.815,-9.399,-1.526,-13.000
0.248,-0.563,-0.856,-11.597,0.122,-13.062
0.215,-0.548,-0.875,-13.611,2.808,-11.353
0.219,-0.539,-0.870,-16.418,5.615,-7.324
0.226,-0.539,-0.841,-19.165,8.850,-3.235
0.237,-0.561,-0.821,-20.508,10.437,-0.610
0.275,-0.566,-0.806,-21.179,7.874,-0.732
0.291,-0.582,-0.803,-21.484,2.808,-2.869
0.290,-0.599,-0.827,-22.888,-2.686,-6.714
0.293,-0.594,-0.869,-27.649,-7.263,-12.268
0.288,-0.595,-0.900,-34.790,-8.423,-16.724
0.288,-0.564,-0.944,-44.922,-7.996,-21.484
0.284,-0.558,-0.972,-55.115,-8.484,-26.428
0.256,-0.542,-0.983,-66.589,-10.864,-32.593
0.225,-0.489,-0.989,-76.965,-14.282,-37.598
0.177,-0.472,-0.973,-84.106,-17.151,-40.222
0.112,-0.444,-0.971,-87.708,-15.930,-40.771
0.071,-0.432,-0.995,-89.050,-12.451,-38.208
0.048,-0.406,-1.032,-89.905,-8.667,-32.715
0.036,-0.438,-1.056,-93.567,-2.747,-26.123
0.053,-0.430,-1.066,-102.783,2.991,-21.301
0.082,-0.423,-1.068,-114.075,5.859,-19.165
0.104,-0.435,-1.067,-126.709,6.409,-20.264
0.132,-0.436,-1.048,-141.602,4.150,-23.376
0.153,-0.424,-0.995,-157.043,0.366,-27.893
0.160,-0.415,-0.930,-170.166,-4.517,-34.546
0.141,-0.412,-0.869,-180.054,-11.719,-42.908
0.112,-0.426,-0.817,-186.951,-20.752,-50.049
0.074,-0.415,-0.759,-192.749,-28.564,-53.894
0.041,-0.408,-0.714,-198.669,-32.532,-54.993
0.003,-0.408,-0.657,-201.965,-29.846,-53.101
-0.043,-0.440,-0.568,-205.627,-20.569,-46.814
-0.021,-0.439,-0.505,-208.740,-9.583,-37.598
0.000,-0.438,-0.448,-212.280,-0.122,-28.198
0.021,-0.455,-0.380,-216.553,10.437,-20.813
0.059,-0.464,-0.304,-219.666,16.968,-14.465
0.113,-0.462,-0.248,-221.741,17.212,-10.925
0.133,-0.471,-0.217,-222.961,11.963,-13.611
0.128,-0.480,-0.205,-226.990,4.333,-20.508
0.120,-0.486,-0.136,-235.291,-2.808,-26.489
0.060,-0.470,0.016,-245.605,-6.775,-30.823
0.026,-0.426,0.112,-247.742,-7.629,-32.104
0.051,-0.434,0.166,-242.859,-7.263,-30.090
0.074,-0.450,0.283,-246.643,0.854,-27.893
0.109,-0.446,0.440,-258.423,12.390,-25.757
0.162,-0.437,0.584,-264.771,20.325,-24.170
0.173,-0.485,0.760,-265.442,25.208,-27.039
0.137,-0.533,0.935,-263.733,29.236,-30.945
-0.042,-0.912,2.332,107.971,-77.454,-2.258
-0.119,-0.898,2.332,143.799,-79.224,1.831
-0.159,-0.913,2.193,188.721,-67.505,12.390
-0.162,-0.925,2.067,228.699,-47.485,24.780
-0.219,-0.945,2.096,249.451,-30.090,33.081
-0.256,-0.809,2.163,267.090,-22.156,41.199
-0.206,-0.644,2.104,303.528,-20.386,54.565
-0.195,-0.546,2.027,343.994,-14.893,67.017
-0.224,-0.443,2.005,374.634,-7.080,78.552
-0.172,-0.187,1.838,405.029,0.732,96.313
-0.118,-0.005,1.590,440.063,7.690,110.779
-0.102,0.171,1.283,466.492,17.395,117.249
-0.024,0.314,0.925,483.521,21.362,123.230
0.086,0.513,0.546,487.183,21.667,127.563
0.317,0.605,0.318,477.112,20.203,121.948
0.408,0.647,0.254,459.839,15.381,103.638
0.426,0.755,0.033,449.402,-0.732,77.576
0.471,0.859,-0.330,449.951,-27.222,59.448
0.472,0.882,-0.721,442.871,-33.875,50.903
0.397,0.978,-1.144,420.532,-22.095,46.875
0.194,1.099,-1.573,390.503,-6.836,50.354
0.023,1.310,-2.098,357.117,10.620,63.599
-0.170,1.536,-2.694,318.420,31.494,82.764
-0.421,1.656,-3.279,270.874,57.312,107.239
-0.435,1.628,-3.599,217.468,71.472,134.277
-0.343,1.461,-3.558,155.396,65.735,155.640
-0.077,1.232,-3.267,89.844,45.410,156.799
0.286,0.808,-2.900,31.067,15.991,127.563
0.452,0.365,-2.238,-31.006,-1.892,81.787
0.518,0.004,-1.540,-84.290,-8.301,43.823
0.703,-0.362,-0.843,-111.389,-22.705,15.747
0.764,-0.741,-0.184,-118.835,-33.203,-6.958
