aX,aY,aZ,gX,gY,gZ
-0.129,0.328,0.919,19.531,-23.437,21.606
-0.133,0.321,0.906,19.958,-20.508,15.686
-0.146,0.350,0.897,20.264,-15.930,7.996
-0.183,0.386,0.905,19.409,-8.728,-0.671
-0.224,0.383,0.923,18.250,0.427,-7.507
-0.246,0.389,0.931,19.226,9.399,-12.024
-0.271,0.439,0.949,21.851,14.771,-14.282
-0.297,0.456,0.972,24.841,17.090,-14.526
-0.302,0.456,0.967,27.161,15.686,-11.536
-0.305,0.453,0.952,29.724,10.132,-6.409
-0.296,0.434,0.929,31.616,2.502,0.427
-0.269,0.418,0.889,30.579,-5.188,7.629
-0.225,0.382,0.858,24.841,-13.062,13.245
-0.219,0.352,0.855,18.555,-19.470,18.372
-0.205,0.333,0.846,12.634,-21.606,20.508
-0.186,0.312,0.841,6.775,-19.592,19.348
-0.187,0.305,0.846,2.625,-14.709,15.686
-0.186,0.344,0.858,0.488,-8.667,9.338
1.077,2.486,-1.313,113.464,-117.065,34.363
0.785,2.975,-1.284,17.395,-100.403,-11.475
0.234,3.162,-0.816,-90.942,-72.021,-66.772
-0.383,3.031,-0.254,-160.461,-51.697,-112.854
-0.946,2.751,0.144,-175.964,-45.898,-127.502
-1.418,2.447,0.377,-155.762,-56.335,-112.122
-1.669,2.193,0.518,-127.197,-75.928,-72.693
-1.614,2.057,0.645,-92.224,-85.510,-19.775
-1.278,1.897,0.741,-45.227,-69.031,33.386
-0.696,1.826,0.601,3.235,-55.115,56.946
-0.113,1.611,0.384,37.903,-22.400,89.478
0.253,1.418,0.194,52.795,3.967,120.544
0.533,1.185,0.083,47.119,5.066,123.718
0.659,1.018,0.081,31.799,-2.991,114.014
0.637,0.894,0.139,14.343,-5.554,102.478
0.576,0.765,0.231,0.793,-3.723,80.872
0.479,0.674,0.312,-7.141,0.977,64.758
0.424,0.601,0.384,-6.165,10.376,51.575
0.346,0.516,0.459,-9.033,11.841,38.025
0.255,0.437,0.538,-12.268,9.766,24.048
0.157,0.374,0.622,-14.771,6.653,16.479
0.080,0.339,0.709,-15.686,5.127,15.076
0.024,0.319,0.802,-15.137,5.798,17.090
-0.022,0.309,0.852,-13.000,8.911,19.409
-0.036,0.265,0.909,-8.118,12.756,18.494
-0.042,0.252,0.907,-2.625,15.015,16.663
-0.033,0.242,0.911,1.953,12.939,15.381
-0.032,0.268,0.920,1.892,5.920,13.306
-0.078,0.281,0.936,0.549,-4.272,6.592
-0.133,0.280,0.958,2.380,-12.146,-2.380
-0.174,0.253,0.966,5.981,-16.174,-6.226
-0.186,0.224,0.963,11.292,-16.235,-5.066
-0.203,0.246,0.933,14.526,-15.503,-2.869
-0.218,0.344,0.917,13.306,-15.198,-4.578
-0.252,0.364,0.937,10.498,-11.047,-8.362
-0.283,0.326,0.955,7.385,-6.958,-15.076
-0.301,0.292,0.969,9.766,-0.854,-19.775
-0.317,0.260,0.974,12.878,4.089,-15.625
-0.295,0.262,0.942,18.127,7.202,-12.207
-0.266,0.286,0.889,21.362,7.446,-7.446
-0.273,0.403,0.880,22.583,6.470,-2.380
-0.266,0.427,0.887,19.653,7.019,-5.737
-0.270,0.375,0.907,15.381,9.216,-10.803
-0.280,0.333,0.919,16.296,12.878,-11.353
-0.271,0.340,0.908,18.005,15.381,-8.911
-0.236,0.346,0.887,18.127,13.977,-7.568
-0.189,0.336,0.890,15.930,10.620,-8.667
-0.178,0.335,0.914,11.414,5.859,-7.446
-0.177,0.325,0.935,8.728,1.648,-6.104
-0.169,0.306,0.944,9.766,-0.488,-4.517
-0.157,0.405,0.926,13.428,-2.319,-0.793
-0.160,0.491,0.922,14.587,-3.235,0.977
-0.205,0.438,0.966,5.554,-2.502,-1.343
-0.223,0.409,0.988,2.197,0.549,-0.916
-0.237,0.448,0.996,8.362,2.197,0.366
-0.245,0.456,0.985,15.259,2.563,-0.122
-0.236,0.455,0.969,19.897,4.333,1.282
-0.213,0.469,0.964,23.315,5.920,3.662
-0.204,0.467,0.956,24.048,5.493,5.371
-0.210,0.448,0.957,25.269,3.418,6.165
-0.228,0.415,0.942,27.771,1.038,6.836
-0.219,0.387,0.917,30.212,-0.854,9.155
-0.194,0.367,0.888,29.419,-3.296,13.123
-0.163,0.346,0.874,25.696,-7.690,17.212
-0.146,0.337,0.868,21.851,-12.268,19.958
-0.138,0.354,0.867,18.494,-16.174,21.545
-0.150,0.392,0.881,15.381,-17.273,21.240
-0.158,0.432,0.908,13.306,-14.282,19.958
-0.148,0.411,0.928,11.230,-10.071,18.127
-0.165,0.400,0.951,13.000,-8.057,14.526
-0.187,0.390,0.963,18.494,-8.179,11.230
-0.194,0.372,0.964,24.170,-8.118,9.521
-0.192,0.355,0.947,29.663,-7.812,9.216
-0.187,0.328,0.914,32.593,-8.057,9.399
-0.184,0.309,0.884,32.898,-9.094,9.888
-0.192,0.298,0.866,31.372,-9.766,10.864
-0.197,0.308,0.860,28.687,-9.277,11.902
-0.185,0.318,0.849,25.696,-7.629,12.634
-0.165,0.326,0.841,20.935,-6.165,12.024
-0.165,0.336,0.854,15.808,-4.639,9.766
-0.165,0.336,0.883,12.207,-1.770,6.409
-0.166,0.333,0.910,9.949,2.075,4.089
-0.166,0.330,0.931,10.193,5.066,2.625
-0.164,0.341,0.943,11.230,5.249,1.831
-0.170,0.341,0.954,13.367,4.700,1.221
-0.168,0.345,0.943,15.198,3.662,0.854
-0.172,0.340,0.924,15.991,1.099,0.488
-0.187,0.334,0.915,15.381,-2.075,0.488
-0.194,0.327,0.903,14.404,-3.601,0.793
-0.193,0.324,0.889,12.451,-4.089,1.831
-0.186,0.314,0.872,9.094,-4.700,3.540
-0.186,0.302,0.863,4.944,-5.798,5.005
-0.185,0.313,0.859,1.038,-7.080,6.287
-0.186,0.310,0.865,-2.625,-7.690,7.019
-0.190,0.291,0.873,-5.676,-7.812,7.324
-0.185,0.286,0.878,-7.080,-7.385,7.202
-0.186,0.300,0.886,-7.568,-6.836,6.042
-0.198,0.299,0.898,-7.935,-5.798,3.723
-0.203,0.293,0.906,-7.080,-3.723,1.404
-0.201,0.310,0.910,-4.211,-1.587,0.122
0.899,2.800,-1.137,143.555,-139.160,23.926
0.698,2.932,-1.162,57.495,-137.146,-21.606
0.235,2.866,-0.801,-50.964,-135.803,-65.063
-0.304,2.706,-0.391,-122.559,-145.874,-101.440
-0.867,2.492,-0.093,-140.137,-161.133,-117.615
-1.249,2.113,0.033,-121.399,-162.048,-108.337
-1.374,1.853,0.055,-91.064,-140.564,-83.374
-1.234,1.728,0.085,-63.293,-101.746,-53.711
-1.012,1.563,0.227,-39.551,-51.514,-22.339
-0.574,1.532,0.271,-20.020,-16.663,-15.259
-0.237,1.368,0.318,-0.732,30.029,17.456
0.021,1.199,0.331,7.385,62.683,44.067
0.254,1.077,0.305,6.531,69.336,48.218
0.344,0.983,0.337,0.488,60.730,49.622
0.343,0.885,0.399,-8.301,49.255,53.040
0.307,0.784,0.471,-16.113,36.255,53.040
0.243,0.668,0.541,-20.813,20.447,51.575
0.181,0.626,0.601,-23.193,3.601,54.871
0.142,0.559,0.678,-21.912,-0.854,66.956
0.106,0.494,0.737,-20.691,-7.263,78.003
0.098,0.439,0.796,-18.433,-15.076,80.444
0.099,0.399,0.837,-13.672,-19.470,73.853
0.066,0.380,0.860,-9.521,-22.400,65.186
0.001,0.371,0.889,-7.568,-21.667,57.617
-0.070,0.361,0.910,-5.371,-15.320,48.340
-0.113,0.348,0.916,1.404,-4.639,37.537
-0.133,0.328,0.901,10.376,6.287,26.672
-0.182,0.337,0.891,17.883,15.869,19.165
-0.248,0.387,0.882,25.452,21.667,14.709
-0.271,0.397,0.853,31.128,24.841,12.268
-0.290,0.360,0.820,32.532,24.719,11.658
-0.327,0.335,0.815,31.982,20.325,13.184
-0.326,0.266,0.817,24.841,13.916,13.123
-0.318,0.290,0.796,19.226,7.080,17.517
-0.305,0.385,0.793,15.076,3.418,18.433
-0.327,0.409,0.818,7.141,2.014,10.132
-0.392,0.452,0.851,4.395,7.385,1.404
-0.425,0.434,0.867,8.057,17.151,-7.446
-0.408,0.383,0.873,12.939,28.381,-10.986
-0.371,0.351,0.854,18.860,37.659,-6.470
-0.314,0.355,0.835,21.912,40.100,-2.014
-0.259,0.469,0.824,23.193,39.001,2.625
-0.245,0.519,0.834,19.470,34.729,-2.808
-0.242,0.440,0.870,10.071,29.358,-14.832
-0.249,0.392,0.901,7.568,27.405,-19.104
-0.225,0.366,0.905,9.888,28.076,-15.686
-0.185,0.361,0.887,10.315,27.344,-10.010
-0.155,0.426,0.881,8.606,24.475,-4.211
-0.163,0.472,0.913,8.057,21.667,-0.916
-0.173,0.479,0.942,10.803,21.057,-2.197
-0.178,0.429,0.956,16.357,22.156,-4.089
-0.174,0.384,0.947,22.217,21.606,-2.380
-0.162,0.376,0.930,27.283,18.677,2.258
-0.126,0.379,0.885,31.250,14.709,2.686
-0.120,0.424,0.867,31.738,7.019,2.014
-0.126,0.369,0.877,25.024,0.244,-1.770
-0.157,0.328,0.888,19.897,-1.038,-2.625
-0.185,0.357,0.891,20.630,0.854,-1.526
-0.198,0.369,0.885,21.423,4.517,0.244
-0.187,0.352,0.877,21.301,9.399,3.113
-0.172,0.375,0.862,21.667,11.353,4.517
-0.182,0.405,0.866,21.301,9.644,2.991
-0.191,0.401,0.879,19.897,8.911,1.953
-0.172,0.414,0.885,17.517,9.460,3.662
-0.153,0.412,0.900,14.160,8.057,6.775
-0.143,0.383,0.921,10.864,4.456,9.399
-0.128,0.372,0.929,9.338,0.732,12.390
-0.119,0.360,0.929,9.399,-3.296,15.259
-0.109,0.367,0.936,9.827,-7.080,16.785
-0.101,0.367,0.927,10.254,-10.071,16.418
-0.112,0.361,0.919,10.437,-12.024,15.259
-0.129,0.338,0.913,10.254,-12.695,12.634
-0.145,0.320,0.912,10.437,-10.986,10.315
-0.164,0.313,0.917,10.437,-8.240,8.484
-0.162,0.338,0.919,10.986,-4.639,7.385
-0.146,0.346,0.929,10.925,-1.221,5.371
-0.136,0.334,0.938,9.277,0.854,1.160
-0.126,0.357,0.951,9.521,1.282,-4.150
-0.136,0.371,0.965,10.681,2.563,-9.583
-0.158,0.355,0.980,12.024,5.127,-13.733
-0.169,0.343,0.983,14.404,7.568,-14.038
-0.174,0.344,0.973,18.005,9.399,-11.475
-0.178,0.334,0.958,20.691,8.057,-8.362
-0.175,0.333,0.948,21.362,4.211,-4.395
-0.172,0.335,0.929,20.569,-1.465,-0.183
-0.165,0.328,0.921,18.005,-6.653,2.930
-0.166,0.313,0.917,15.381,-11.719,4.456
-0.164,0.313,0.903,14.343,-15.381,5.188
-0.148,0.304,0.886,12.817,-16.357,5.432
-0.138,0.282,0.869,9.766,-15.015,4.272
-0.129,0.268,0.855,6.409,-12.512,1.709
-0.133,0.277,0.855,2.869,-9.705,-1.038
-0.153,0.272,0.866,-0.427,-5.798,-3.601
-0.167,0.265,0.881,-2.258,-1.587,-4.761
-0.173,0.283,0.894,-1.648,2.014,-4.761
-0.177,0.295,0.906,-0.061,4.272,-4.761
-0.182,0.298,0.908,0.977,4.395,-4.395
-0.190,0.297,0.907,1.587,2.625,-3.296
-0.194,0.292,0.904,2.441,0.244,-1.099
-0.178,0.288,0.897,3.296,-1.709,1.831
0.519,2.617,-0.823,121.521,-109.558,14.648
0.264,2.817,-0.783,35.339,-102.173,-30.151
-0.078,2.770,-0.373,-59.448,-82.520,-81.177
-0.544,2.590,0.082,-116.943,-64.087,-122.803
-0.999,2.359,0.364,-129.333,-51.147,-140.198
-1.317,2.129,0.434,-112.915,-44.678,-127.686
-1.423,1.854,0.515,-85.938,-42.297,-93.567
-1.264,1.778,0.505,-63.599,-60.425,-64.453
-0.983,1.664,0.510,-38.818,-43.640,-6.714
-0.637,1.544,0.510,-18.188,-16.907,44.983
-0.170,1.404,0.467,-1.221,5.188,68.909
0.214,1.244,0.428,7.568,22.766,79.956
0.411,1.115,0.398,8.667,32.288,79.102
0.490,0.956,0.377,7.446,32.898,64.148
0.505,0.824,0.363,2.502,28.198,45.105
0.455,0.705,0.369,-2.136,23.682,37.048
0.399,0.639,0.388,-7.019,21.118,30.884
0.338,0.617,0.445,-11.780,22.278,28.687
0.285,0.584,0.541,-15.137,26.428,29.480
0.235,0.512,0.648,-15.381,31.372,32.104
0.198,0.462,0.698,-8.606,33.386,35.522
0.185,0.384,0.740,-0.366,31.250,36.621
0.162,0.357,0.733,5.920,24.902,35.400
0.127,0.379,0.748,9.705,17.212,35.217
0.080,0.381,0.760,8.911,10.803,33.020
0.034,0.381,0.781,7.874,7.324,29.114
0.005,0.377,0.783,9.033,6.042,26.123
0.008,0.412,0.788,10.498,5.066,23.987
0.011,0.419,0.797,8.301,2.686,20.996
-0.040,0.394,0.819,5.737,-2.869,15.930
-0.101,0.358,0.840,6.958,-6.714,11.841
-0.144,0.354,0.847,10.254,-8.118,11.169
-0.190,0.374,0.851,14.771,-7.996,10.986
-0.196,0.374,0.868,18.494,-5.981,10.559
-0.211,0.373,0.850,21.423,-4.028,9.338
-0.217,0.401,0.849,24.353,-1.404,6.104
-0.217,0.416,0.849,28.381,2.258,1.038
-0.227,0.434,0.848,30.090,3.967,-3.296
-0.223,0.430,0.837,29.419,2.930,-4.456
-0.232,0.411,0.831,27.710,1.221,-2.930
-0.253,0.390,0.836,26.306,-0.916,-1.282
-0.271,0.380,0.851,24.475,-3.174,0.854
-0.280,0.377,0.868,23.621,-3.906,5.371
-0.279,0.346,0.877,24.292,-2.197,9.521
-0.269,0.328,0.873,26.001,1.465,11.658
-0.237,0.320,0.876,26.978,4.578,13.306
-0.187,0.301,0.862,26.855,5.249,15.259
-0.143,0.324,0.851,25.513,2.014,16.174
-0.137,0.327,0.863,23.193,-2.930,13.977
-0.130,0.279,0.879,20.935,-6.165,12.451
-0.113,0.257,0.892,19.958,-7.874,13.428
-0.115,0.251,0.909,19.897,-9.705,13.245
-0.143,0.247,0.922,19.836,-11.047,11.841
-0.174,0.232,0.926,21.545,-10.742,9.766
-0.201,0.244,0.918,23.193,-8.484,7.263
-0.244,0.271,0.927,25.391,-5.920,4.028
-0.237,0.304,0.919,26.428,-3.357,2.991
-0.232,0.283,0.911,26.367,-1.709,0.244
-0.223,0.272,0.905,23.254,-2.808,-1.648
-0.228,0.285,0.923,18.799,-7.874,-0.305
-0.237,0.265,0.946,13.123,-12.634,0.977
-0.230,0.248,0.961,9.094,-16.724,4.639
-0.214,0.247,0.963,7.507,-20.203,9.583
-0.200,0.255,0.966,5.432,-25.085,13.550
-0.196,0.269,0.984,3.052,-30.212,15.991
-0.192,0.247,1.001,0.244,-33.813,17.273
-0.201,0.234,1.012,-0.366,-35.522,17.273
-0.227,0.234,1.018,1.343,-35.339,14.893
-0.244,0.235,1.024,4.211,-32.043,11.414
-0.246,0.249,1.017,7.507,-27.039,8.789
-0.257,0.252,1.012,9.827,-22.888,5.432
-0.279,0.253,1.002,12.939,-19.226,1.709
-0.290,0.266,0.987,16.174,-14.832,-0.183
-0.295,0.274,0.968,17.883,-11.475,-0.793
-0.284,0.284,0.962,16.663,-10.132,0.061
-0.283,0.272,0.955,13.550,-11.047,1.709
-0.281,0.258,0.950,10.681,-13.367,3.784
-0.275,0.270,0.930,8.728,-15.808,6.348
-0.270,0.296,0.916,6.226,-17.212,8.118
-0.274,0.281,0.917,2.380,-16.357,8.728
-0.270,0.275,0.920,0.122,-13.733,8.911
-0.263,0.280,0.913,-0.366,-10.681,7.996
-0.258,0.303,0.907,-0.122,-7.141,6.409
-0.259,0.321,0.913,-1.343,-4.456,4.761
-0.255,0.316,0.926,-2.380,-0.610,2.441
-0.259,0.313,0.931,-1.099,2.808,-0.366
-0.259,0.306,0.924,0.977,4.272,-1.709
-0.252,0.296,0.909,2.686,4.272,-1.770
-0.243,0.326,0.891,3.723,3.357,-0.977
-0.230,0.342,0.888,2.014,1.526,-0.488
-0.233,0.329,0.894,-0.854,-0.366,-0.427
-0.233,0.335,0.902,-1.282,-1.709,0.000
-0.225,0.354,0.905,-0.793,-2.075,0.488
-0.218,0.362,0.898,-0.610,-2.197,0.610
-0.212,0.371,0.886,-1.282,-2.747,0.122
-0.231,0.372,0.882,-2.258,-3.479,-1.038
-0.255,0.377,0.884,-2.197,-2.808,-1.831
-0.275,0.378,0.880,-1.099,-1.709,-2.258
-0.285,0.383,0.869,0.854,-0.854,-1.648
-0.286,0.391,0.855,2.136,-1.282,-0.549
0.521,2.419,-0.785,124.146,-56.641,-25.940
0.320,2.900,-1.024,98.206,-27.344,-24.841
0.078,3.194,-0.950,25.208,-19.470,-19.592
-0.219,3.172,-0.515,-70.618,-36.072,-22.400
-0.656,2.894,0.074,-144.470,-79.590,-37.903
-1.124,2.552,0.547,-163.147,-127.014,-48.462
-1.415,2.177,0.689,-127.136,-145.996,-40.955
-1.326,1.898,0.522,-68.665,-129.700,-15.503
-1.040,1.698,0.276,-23.193,-96.985,12.085
-0.733,1.451,0.202,-0.183,-60.974,28.687
-0.275,1.350,0.146,1.221,-36.255,24.231
0.004,1.174,0.186,-1.770,12.329,42.480
0.197,1.066,0.240,-9.827,45.898,48.645
0.318,0.950,0.300,-17.517,58.594,31.433
0.367,0.877,0.346,-24.658,64.941,16.357
0.309,0.792,0.439,-32.471,67.871,8.728
0.260,0.733,0.536,-34.668,61.523,5.005
0.241,0.687,0.608,-31.738,48.523,5.188
0.232,0.613,0.648,-25.208,43.335,13.855
0.208,0.585,0.687,-17.212,31.311,24.048
0.188,0.507,0.717,-11.658,13.855,28.259
0.167,0.461,0.752,-8.789,2.441,29.602
0.129,0.407,0.807,-7.690,-4.639,32.166
0.084,0.371,0.831,-7.874,-7.996,34.241
0.045,0.345,0.853,-6.653,-9.583,30.579
-0.010,0.353,0.885,-3.906,-7.019,24.231
-0.099,0.386,0.927,1.404,-2.869,17.578
-0.133,0.404,0.956,11.108,5.005,13.428
-0.125,0.401,0.933,23.010,13.245,11.414
-0.107,0.405,0.894,32.043,15.137,10.742
-0.097,0.437,0.848,36.133,10.803,10.498
-0.122,0.465,0.832,35.461,2.197,7.812
-0.168,0.456,0.839,33.508,-5.249,2.747
-0.215,0.428,0.852,31.738,-8.240,0.061
-0.240,0.378,0.853,30.334,-7.385,0.671
-0.227,0.397,0.832,29.663,-5.188,1.831
-0.232,0.437,0.827,28.015,-4.272,-0.610
-0.281,0.446,0.846,26.855,-4.089,-6.470
-0.318,0.422,0.859,28.198,-1.099,-11.719
-0.321,0.397,0.855,30.823,4.700,-13.855
-0.293,0.397,0.827,33.508,9.094,-11.841
-0.251,0.404,0.810,31.433,9.766,-7.263
-0.190,0.390,0.814,26.123,7.324,-4.822
-0.175,0.374,0.832,20.996,1.465,-6.409
-0.193,0.353,0.851,17.212,-5.798,-8.240
-0.205,0.391,0.840,15.320,-9.521,-7.202
-0.242,0.431,0.872,13.855,-7.385,-6.287
-0.260,0.408,0.903,11.841,0.488,-4.883
-0.246,0.394,0.914,13.550,9.094,-1.770
-0.218,0.410,0.911,18.555,13.367,0.671
-0.203,0.416,0.901,22.339,14.038,2.808
-0.165,0.415,0.900,23.621,12.451,6.226
-0.121,0.413,0.899,20.020,8.972,9.277
-0.107,0.400,0.908,16.296,5.371,8.972
-0.123,0.414,0.923,14.221,2.563,6.531
-0.114,0.413,0.913,12.085,1.770,2.808
-0.124,0.413,0.905,8.240,3.418,-0.427
-0.158,0.412,0.910,5.188,6.653,-2.502
-0.200,0.388,0.912,4.272,11.658,-3.845
-0.218,0.365,0.908,5.005,16.846,-3.113
-0.224,0.360,0.901,6.409,17.761,-0.732
-0.207,0.364,0.889,6.531,14.526,2.808
-0.204,0.364,0.889,7.996,9.094,1.892
-0.185,0.367,0.889,7.996,3.967,3.052
-0.167,0.383,0.896,7.324,0.244,7.019
-0.127,0.396,0.896,6.287,-1.038,9.033
-0.115,0.406,0.912,5.920,-0.977,8.057
-0.115,0.387,0.928,4.883,-0.671,6.653
-0.107,0.383,0.923,5.615,1.221,5.432
-0.085,0.387,0.919,6.653,3.357,3.418
-0.095,0.366,0.912,6.226,2.258,0.671
-0.103,0.347,0.913,6.042,0.183,-1.526
-0.101,0.361,0.911,6.226,-0.916,-2.441
-0.106,0.364,0.907,5.737,-1.953,-2.808
-0.116,0.356,0.898,4.944,-2.991,-2.136
-0.124,0.380,0.891,4.944,-4.028,-0.305
-0.140,0.403,0.900,5.066,-4.761,1.831
-0.142,0.392,0.903,4.761,-5.188,3.967
-0.141,0.397,0.906,5.371,-5.981,6.042
-0.135,0.415,0.901,7.202,-7.690,7.751
-0.125,0.408,0.892,9.155,-8.606,7.751
-0.122,0.387,0.882,10.315,-8.667,6.531
-0.117,0.373,0.878,11.658,-9.338,4.639
-0.117,0.367,0.868,12.939,-10.132,3.052
-0.117,0.348,0.858,12.817,-10.193,1.465
-0.121,0.325,0.849,11.047,-10.010,-0.061
-0.124,0.316,0.847,9.094,-9.949,-1.648
-0.137,0.310,0.846,6.104,-10.010,-2.869
-0.150,0.314,0.858,2.258,-9.460,-2.380
-0.166,0.327,0.877,-0.732,-7.874,-0.732
-0.165,0.344,0.894,-2.014,-6.287,1.587
-0.160,0.353,0.906,-1.892,-5.981,3.845
-0.158,0.367,0.921,-1.343,-7.324,6.042
-0.144,0.376,0.927,-0.122,-9.094,8.118
-0.138,0.377,0.927,1.343,-10.864,9.277
-0.128,0.370,0.922,2.686,-12.634,9.521
-0.121,0.360,0.911,3.601,-12.817,8.057
-0.124,0.342,0.902,4.578,-11.780,5.127
-0.127,0.330,0.886,5.249,-9.644,2.563
-0.130,0.340,0.866,5.981,-7.507,0.366
0.880,2.136,-1.163,129.150,-92.224,51.392
0.684,2.507,-1.302,58.044,-49.194,3.784
0.466,2.706,-1.049,-37.537,-14.038,-50.171
0.151,2.856,-0.444,-109.375,-1.343,-96.252
-0.416,2.985,0.120,-136.719,-8.057,-132.812
-0.964,2.948,0.539,-131.226,-17.578,-151.550
-1.248,2.662,0.826,-111.450,-20.142,-131.897
-1.346,2.261,0.845,-81.726,-27.832,-80.383
-1.201,1.892,0.739,-35.034,-45.410,-19.226
-0.716,1.680,0.422,10.254,-83.740,18.921
-0.165,1.392,0.162,36.194,-79.224,82.275
0.244,1.133,0.037,37.781,-66.284,128.784
0.568,0.857,0.036,20.020,-57.312,135.498
0.721,0.667,0.154,1.526,-43.030,124.084
0.626,0.566,0.317,-10.437,-23.254,104.614
0.472,0.531,0.433,-12.939,-7.874,73.608
0.337,0.536,0.511,-10.986,3.662,44.983
0.189,0.572,0.559,-9.766,8.240,29.846
0.051,0.587,0.650,-9.155,9.583,26.062
-0.028,0.605,0.698,-7.874,6.226,33.081
-0.062,0.615,0.730,-6.653,-0.977,45.105
-0.079,0.606,0.749,-4.211,-9.338,52.795
-0.086,0.588,0.741,-0.854,-16.602,53.894
-0.113,0.579,0.735,0.183,-20.325,54.688
-0.139,0.576,0.753,0.183,-20.752,53.528
-0.143,0.542,0.765,0.732,-18.921,50.964
-0.155,0.528,0.778,3.052,-17.334,48.889
-0.170,0.517,0.807,6.348,-14.954,46.753
-0.177,0.483,0.827,10.071,-11.597,44.250
-0.182,0.446,0.824,14.587,-8.850,40.222
-0.209,0.415,0.818,19.348,-6.714,35.706
-0.234,0.396,0.809,22.888,-6.592,29.297
-0.244,0.376,0.800,23.987,-5.005,22.034
-0.294,0.362,0.801,24.902,-1.831,14.832
-0.336,0.387,0.800,28.564,2.625,8.423
-0.360,0.383,0.828,33.203,11.169,3.784
-0.315,0.366,0.830,37.109,23.132,1.709
-0.285,0.331,0.826,36.682,30.334,3.052
-0.263,0.309,0.835,33.997,33.813,6.042
-0.219,0.294,0.850,30.640,33.447,6.592
-0.190,0.262,0.874,25.696,28.625,4.150
-0.178,0.235,0.889,20.203,22.339,-0.183
-0.180,0.269,0.916,17.578,17.761,-4.639
-0.200,0.289,0.926,19.287,17.944,-10.498
-0.227,0.313,0.924,19.470,21.057,-16.785
-0.239,0.318,0.911,18.127,27.893,-20.203
-0.253,0.331,0.911,17.517,34.546,-20.630
-0.263,0.323,0.920,17.700,38.940,-19.897
-0.240,0.293,0.916,16.785,39.551,-16.724
-0.211,0.287,0.907,14.282,35.095,-11.902
-0.203,0.287,0.911,10.864,27.161,-7.751
-0.175,0.274,0.915,5.432,18.433,-3.418
-0.125,0.280,0.911,-0.305,12.329,2.258
-0.111,0.296,0.924,-5.676,6.958,5.005
-0.123,0.318,0.958,-8.911,3.235,2.991
-0.141,0.327,0.991,-8.728,3.296,1.404
-0.140,0.335,1.012,-5.615,5.066,0.854
-0.135,0.357,1.024,0.671,5.554,0.549
-0.145,0.353,1.023,7.935,4.272,-1.404
-0.157,0.354,1.006,14.954,2.502,-2.625
-0.163,0.364,0.979,21.362,0.977,-2.747
-0.167,0.368,0.951,24.353,-1.221,-2.625
-0.186,0.358,0.925,24.658,-4.272,-1.892
-0.199,0.353,0.901,23.743,-6.226,0.061
-0.196,0.372,0.866,22.156,-6.592,2.258
-0.190,0.367,0.841,16.846,-5.920,3.540
-0.201,0.336,0.842,9.705,-4.456,4.150
-0.200,0.333,0.851,3.906,-1.770,5.005
-0.188,0.372,0.871,0.549,0.793,6.165
-0.175,0.398,0.905,-0.977,2.319,6.592
-0.165,0.385,0.930,-2.563,2.441,6.592
-0.162,0.375,0.954,-0.610,0.671,6.409
-0.153,0.364,0.956,3.479,-1.038,7.263
-0.138,0.355,0.937,7.141,-2.747,8.789
-0.129,0.363,0.925,9.644,-5.066,8.911
-0.127,0.342,0.914,9.277,-7.812,7.446
-0.141,0.313,0.911,8.545,-9.888,5.493
-0.151,0.291,0.904,8.545,-10.315,4.333
-0.158,0.291,0.896,8.484,-9.216,3.052
-0.164,0.299,0.890,7.629,-7.080,1.038
-0.166,0.296,0.883,5.127,-4.944,-0.122
-0.165,0.289,0.883,2.563,-3.723,-0.732
-0.158,0.298,0.886,0.488,-3.662,-0.916
-0.120,0.331,0.895,-2.014,-4.578,-0.854
-0.123,0.368,0.920,-5.066,-6.714,-2.136
-0.139,0.370,0.952,-6.226,-8.911,-4.456
-0.150,0.372,0.964,-3.601,-8.667,-5.615
-0.153,0.375,0.962,1.221,-7.141,-6.287
-0.156,0.374,0.945,7.324,-5.798,-7.324
-0.150,0.371,0.906,11.719,-5.493,-8.179
-0.161,0.343,0.874,12.512,-7.080,-8.728
-0.172,0.326,0.854,12.329,-8.606,-8.850
-0.185,0.323,0.839,10.803,-9.277,-7.996
-0.185,0.326,0.829,7.996,-9.583,-6.531
-0.171,0.339,0.820,4.517,-10.071,-4.822
-0.165,0.347,0.821,0.244,-10.986,-4.456
-0.170,0.354,0.833,-3.296,-11.169,-5.554
-0.179,0.369,0.847,-5.127,-9.827,-7.263
-0.180,0.381,0.869,-6.042,-7.080,-8.423
-0.194,0.399,0.897,-5.493,-4.639,-9.216
1.072,2.388,-1.255,153.809,-107.239,105.774
1.141,3.050,-1.349,70.374,-100.281,51.941
0.694,3.094,-0.934,-41.992,-93.384,-41.565
0.009,2.900,-0.382,-109.619,-87.463,-144.104
-0.671,2.864,-0.074,-111.755,-80.872,-192.444
-1.163,2.741,-0.005,-85.266,-76.111,-179.932
-1.477,2.437,0.015,-70.068,-82.764,-135.864
-1.509,2.151,0.094,-56.030,-99.609,-76.477
-1.207,1.913,0.145,-31.677,-111.084,-16.052
-0.715,1.612,0.148,-1.648,-104.309,41.565
-0.066,1.423,0.056,20.020,-97.778,74.463
0.403,1.166,0.031,21.545,-62.683,112.976
0.609,0.978,0.096,11.780,-28.992,123.230
0.674,0.800,0.236,-4.089,-10.132,103.333
0.628,0.709,0.354,-12.390,3.967,80.322
0.455,0.669,0.495,-12.146,16.296,64.148
0.262,0.656,0.596,-11.353,20.569,48.828
