aX,aY,aZ,gX,gY,gZ
-0.194,0.335,0.783,21.301,10.986,-6.470
-0.191,0.323,0.818,15.625,18.921,-13.062
-0.183,0.320,0.850,9.338,25.085,-16.785
-0.175,0.286,0.911,5.920,27.161,-19.287
-0.177,0.297,0.924,3.906,24.658,-19.531
-0.178,0.321,0.936,2.380,20.813,-19.409
-0.166,0.325,0.987,0.549,17.700,-18.188
-0.165,0.328,1.028,-1.648,14.526,-13.000
-0.155,0.312,1.069,0.000,11.230,-6.348
-0.155,0.273,1.102,4.211,6.104,-1.465
-0.175,0.252,1.098,9.949,-0.183,2.380
-0.192,0.231,1.076,16.479,-4.517,5.310
-0.208,0.215,1.038,22.644,-5.493,7.751
-0.213,0.209,1.002,26.062,-5.005,9.521
-0.206,0.211,0.983,25.024,-4.639,10.925
-0.193,0.256,0.992,21.484,-5.188,12.878
-0.173,0.275,1.024,17.029,-6.287,14.221
-0.157,0.287,1.060,12.878,-7.019,15.320
-0.133,0.324,1.095,11.169,-7.690,13.550
-0.136,0.340,1.124,10.803,-7.812,12.390
-0.133,0.339,1.153,12.268,-6.042,11.108
-0.159,0.352,1.155,14.221,-5.798,13.733
-0.171,0.358,1.131,22.644,-5.432,8.240
-0.182,0.370,1.090,31.433,-3.784,0.061
-0.209,0.373,1.039,37.231,-1.770,-4.150
-0.217,0.366,0.988,38.025,0.732,-6.287
-0.222,0.343,0.954,34.241,1.770,-6.104
-0.226,0.327,0.942,29.297,0.610,-4.272
-0.228,0.320,0.934,24.902,-1.587,-1.404
-0.206,0.311,0.921,22.583,-2.502,-1.709
-0.179,0.315,0.906,18.738,-3.052,0.305
-0.157,0.321,0.910,13.428,-4.272,3.357
-0.147,0.329,0.924,9.521,-4.761,4.211
-0.139,0.336,0.943,8.057,-4.639,3.723
-0.129,0.368,0.956,8.667,-5.432,3.723
-0.121,0.392,0.958,10.864,-6.653,3.601
-0.131,0.392,0.947,13.184,-8.545,1.526
-0.141,0.383,0.930,15.991,-9.827,-0.305
-0.139,0.386,0.908,17.944,-10.071,-0.122
-0.150,0.392,0.902,18.982,-10.193,1.221
-0.165,0.381,0.889,19.226,-9.338,1.160
-0.170,0.366,0.864,19.348,-7.263,0.610
-0.174,0.352,0.841,19.104,-5.249,0.793
-0.178,0.346,0.824,17.334,-4.272,0.671
-0.177,0.344,0.811,14.465,-4.150,0.488
-0.174,0.336,0.798,11.047,-4.272,0.061
-0.173,0.325,0.792,7.019,-4.761,-0.671
-0.161,0.332,0.798,3.418,-5.127,-0.671
-0.163,0.357,0.827,0.000,-6.104,-0.366
-0.181,0.373,0.856,-0.244,-6.409,-0.977
-0.164,0.382,0.860,2.075,-4.578,-3.296
-0.174,0.393,0.865,3.662,-4.456,-2.625
-0.181,0.408,0.877,4.639,-5.493,-1.099
-0.174,0.415,0.885,6.531,-5.310,0.183
-0.177,0.424,0.875,8.179,-6.042,0.549
-0.186,0.414,0.857,8.545,-6.653,-0.122
-0.188,0.398,0.839,7.324,-6.409,-0.854
-0.187,0.388,0.826,4.822,-6.226,-0.305
-0.182,0.419,0.828,1.526,-6.958,-0.793
-0.198,0.428,0.845,-1.465,-6.226,-3.601
-0.209,0.421,0.854,-3.723,-3.296,-7.202
-0.212,0.413,0.856,-4.639,-0.244,-9.766
-0.230,0.406,0.865,-5.432,1.831,-10.437
-0.247,0.386,0.880,-5.737,2.319,-8.667
-0.243,0.389,0.881,-4.272,1.648,-4.944
-0.238,0.401,0.887,-2.014,-0.671,-1.160
-0.236,0.389,0.888,-0.671,-3.052,1.282
-0.220,0.381,0.876,0.549,-4.883,3.052
0.232,2.565,-0.072,10.803,-44.861,-81.543
-0.123,2.590,0.004,-0.183,-3.479,-130.310
-0.500,2.546,0.085,-22.522,13.672,-149.719
-0.877,2.431,0.204,-49.561,0.854,-128.662
-1.155,2.137,0.359,-67.993,-25.879,-86.304
-1.124,1.810,0.452,-65.002,-55.664,-38.147
-0.775,1.646,0.427,-44.800,-73.975,7.263
-0.415,1.449,0.359,-18.433,-51.880,57.556
-0.008,1.266,0.320,-6.042,-26.245,80.017
0.272,1.026,0.299,-5.127,-12.268,76.050
0.454,0.818,0.286,-6.470,-3.052,68.970
0.534,0.652,0.274,-8.972,-1.587,63.416
0.511,0.576,0.307,-9.521,-7.568,55.725
0.424,0.663,0.342,-9.460,-13.367,42.236
0.254,0.741,0.417,-9.644,-9.949,26.917
0.097,0.791,0.497,-7.080,0.671,12.085
-0.011,0.845,0.539,2.747,15.747,7.751
-0.057,0.868,0.530,15.259,26.855,10.315
-0.084,0.841,0.494,23.376,27.893,14.771
-0.102,0.784,0.459,24.353,19.653,19.775
-0.126,0.715,0.444,20.691,7.080,24.292
-0.147,0.659,0.452,15.808,-1.526,28.992
-0.123,0.654,0.474,11.597,-3.784,33.447
-0.108,0.618,0.508,7.202,-2.319,34.180
-0.135,0.578,0.562,5.310,0.366,30.518
-0.190,0.568,0.643,7.935,5.127,26.611
-0.182,0.544,0.699,14.587,13.367,27.100
-0.153,0.523,0.706,21.423,19.470,28.687
-0.162,0.481,0.712,26.001,18.005,25.940
-0.180,0.447,0.719,27.222,12.451,21.729
-0.190,0.416,0.739,23.804,7.874,19.470
-0.205,0.354,0.774,17.334,6.775,19.409
-0.211,0.361,0.821,13.184,8.118,19.897
-0.197,0.299,0.889,10.437,11.108,18.188
-0.176,0.277,0.942,11.658,14.160,19.836
-0.148,0.276,0.967,16.235,14.343,20.508
-0.152,0.254,0.973,17.334,11.108,16.235
-0.156,0.236,1.013,17.822,8.911,10.681
-0.156,0.248,1.042,20.508,8.606,5.920
-0.152,0.249,1.045,22.888,10.010,3.296
-0.148,0.255,1.033,24.170,12.024,1.465
-0.164,0.238,1.024,24.719,12.024,1.343
-0.160,0.219,1.009,22.034,9.094,3.479
-0.172,0.197,1.008,17.944,5.981,8.423
-0.177,0.177,1.004,13.000,0.732,11.475
-0.188,0.181,1.002,7.935,-5.188,13.977
-0.213,0.203,1.032,3.479,-10.193,15.076
-0.229,0.214,1.060,2.014,-10.925,14.771
-0.232,0.242,1.071,4.578,-8.118,14.648
-0.225,0.278,1.064,9.644,-4.395,13.916
-0.219,0.303,1.049,13.794,-1.831,11.475
-0.210,0.303,1.030,15.686,-0.610,9.277
-0.217,0.308,1.015,14.771,-1.465,7.080
-0.231,0.298,1.007,12.512,-3.418,5.005
-0.240,0.295,1.002,10.376,-4.211,4.089
-0.243,0.286,1.004,9.399,-3.906,3.906
-0.228,0.302,1.005,10.437,-3.540,4.639
-0.211,0.318,1.001,11.169,-3.479,6.653
-0.192,0.305,0.992,11.902,-3.967,7.935
-0.144,0.308,0.985,12.268,-4.333,7.263
-0.141,0.317,0.996,10.620,-7.202,7.751
-0.147,0.301,1.003,9.033,-8.606,6.836
-0.147,0.289,1.000,8.850,-6.897,5.737
-0.145,0.283,0.991,9.460,-6.226,5.127
-0.147,0.313,0.972,9.949,-7.568,3.967
-0.151,0.256,0.964,9.277,-8.850,0.671
-0.178,0.257,0.951,9.705,-8.362,0.610
-0.180,0.324,0.936,13.184,-6.348,1.221
-0.153,0.278,0.931,11.841,-4.761,-1.404
-0.167,0.310,0.935,13.184,-4.089,1.099
-0.157,0.335,0.927,15.991,-3.113,0.977
-0.148,0.345,0.903,17.029,-2.686,0.000
-0.152,0.348,0.875,16.357,-2.869,0.000
-0.172,0.353,0.868,13.611,-3.296,-0.122
-0.178,0.344,0.867,10.071,-3.174,0.610
-0.189,0.335,0.859,7.141,-3.601,2.197
-0.191,0.322,0.844,5.127,-5.371,4.089
-0.182,0.326,0.826,2.686,-7.446,6.042
-0.182,0.355,0.832,0.061,-9.460,7.629
-0.182,0.352,0.848,-1.892,-9.216,6.226
-0.190,0.348,0.864,-2.014,-6.958,3.052
-0.193,0.344,0.860,0.183,-4.211,0.366
-0.190,0.335,0.847,1.953,-1.953,-0.977
-0.179,0.350,0.843,2.197,-1.099,-1.038
-0.181,0.392,0.856,1.343,-1.587,-1.282
-0.190,0.398,0.865,0.671,-1.404,-2.258
-0.195,0.390,0.866,1.526,-0.427,-3.113
-0.187,0.388,0.847,2.258,-0.122,-2.930
-0.191,0.393,0.836,0.366,-2.014,-2.014
-0.193,0.405,0.849,-2.747,-4.456,-0.854
-0.199,0.406,0.868,-4.517,-5.310,-0.305
-0.206,0.400,0.879,-4.211,-5.554,-0.427
-0.212,0.397,0.876,-2.502,-5.127,-0.549
-0.214,0.408,0.869,-0.671,-4.944,-0.916
-0.221,0.407,0.865,0.183,-4.883,-1.770
-0.225,0.391,0.864,0.671,-5.005,-2.258
-0.220,0.386,0.859,1.160,-5.005,-2.014
-0.211,0.384,0.857,0.977,-5.066,-1.343
-0.203,0.372,0.855,-0.061,-5.310,-0.793
-0.191,0.377,0.851,-0.732,-5.005,-0.671
-0.027,2.395,-0.380,-51.636,-49.561,62.195
0.033,2.469,-0.034,-74.158,-126.526,67.505
-0.263,2.432,0.276,-79.407,-185.181,30.457
-0.568,2.234,0.417,-64.514,-190.613,-17.761
-0.768,1.956,0.319,-38.818,-149.170,-39.429
-0.926,1.672,0.178,-18.066,-97.168,-33.630
-0.958,1.520,0.105,-10.254,-73.364,-31.494
-0.769,1.433,0.109,-5.310,-50.659,-15.320
-0.523,1.354,0.143,0.549,-8.728,20.630
-0.178,1.267,0.156,0.488,19.165,38.757
0.084,1.213,0.180,-0.671,30.701,38.513
0.209,1.195,0.215,-3.296,36.133,31.433
0.222,1.151,0.267,-5.066,34.607,18.738
0.180,1.039,0.363,-1.587,29.541,7.080
0.153,0.913,0.426,7.141,23.682,5.676
0.157,0.829,0.460,17.090,19.287,11.902
0.162,0.752,0.517,22.156,17.639,16.968
0.138,0.677,0.553,22.766,13.550,20.996
0.084,0.590,0.604,18.860,7.324,22.400
0.043,0.519,0.658,14.465,-0.916,23.376
0.059,0.480,0.710,11.353,-8.545,26.733
0.049,0.455,0.775,7.446,-16.357,29.724
0.040,0.417,0.854,4.761,-22.400,30.945
0.005,0.354,0.906,7.019,-25.269,29.419
-0.034,0.292,0.923,13.000,-25.940,26.062
-0.101,0.279,0.939,20.691,-25.574,23.376
-0.159,0.265,0.937,25.330,-22.400,20.691
-0.196,0.205,0.925,25.757,-19.714,20.386
-0.210,0.165,0.908,25.879,-20.020,22.522
-0.227,0.163,0.897,24.841,-23.682,24.475
-0.220,0.185,0.916,22.888,-26.733,25.024
-0.202,0.205,0.933,19.653,-28.625,22.278
-0.211,0.187,0.951,17.517,-29.480,16.174
-0.242,0.208,0.960,18.005,-26.245,9.766
-0.279,0.247,0.976,20.264,-18.494,4.089
-0.278,0.270,1.002,23.254,-7.507,1.160
-0.264,0.290,1.002,26.367,2.075,0.305
-0.274,0.268,0.993,29.541,9.399,1.770
-0.293,0.259,0.982,30.762,10.559,1.038
-0.305,0.228,0.989,30.029,9.033,4.700
-0.257,0.211,0.989,26.733,3.906,11.536
-0.234,0.215,0.989,22.583,-7.080,15.808
-0.249,0.209,1.003,18.860,-18.188,16.235
-0.261,0.211,1.020,17.334,-23.499,17.273
-0.240,0.215,1.030,19.714,-22.156,19.775
-0.201,0.234,1.004,24.414,-18.616,21.057
-0.172,0.231,0.994,29.724,-16.235,18.311
-0.179,0.260,0.974,32.410,-15.320,13.245
-0.206,0.278,0.972,33.203,-11.414,8.972
-0.215,0.272,0.977,33.691,-4.639,3.540
-0.234,0.260,0.985,33.020,0.244,0.854
-0.242,0.269,0.958,33.447,3.113,-0.244
-0.268,0.316,0.947,33.447,2.563,0.610
-0.260,0.267,0.952,24.475,-0.488,-2.136
-0.269,0.273,0.948,17.334,-3.662,-0.244
-0.276,0.282,0.948,13.000,-6.165,1.099
-0.251,0.266,0.940,8.240,-6.714,0.488
-0.219,0.291,0.941,5.432,-5.432,-0.061
-0.216,0.320,0.961,2.747,-3.357,-2.930
-0.230,0.297,0.991,0.854,0.305,-5.798
-0.224,0.289,1.014,2.441,5.188,-5.859
-0.211,0.301,1.031,5.737,8.240,-4.456
-0.216,0.309,1.037,9.766,8.301,-2.808
-0.213,0.302,1.022,13.855,7.019,-1.160
-0.211,0.287,1.001,16.968,5.188,1.282
-0.203,0.284,0.979,19.592,3.601,3.357
-0.198,0.286,0.959,20.020,2.380,4.150
-0.184,0.281,0.934,18.066,1.465,3.601
-0.189,0.272,0.918,13.916,0.000,1.770
-0.194,0.286,0.917,10.315,-1.526,-0.061
-0.186,0.306,0.915,6.836,-1.953,-1.526
-0.202,0.310,0.924,3.601,-1.709,-3.418
-0.225,0.315,0.943,2.258,-0.671,-4.700
-0.241,0.318,0.956,4.333,1.282,-3.967
-0.241,0.325,0.952,9.583,2.747,-1.282
-0.235,0.316,0.934,14.465,1.709,1.709
-0.234,0.303,0.904,18.127,-1.526,4.333
-0.232,0.287,0.878,19.897,-4.150,6.287
-0.226,0.272,0.863,20.081,-5.554,7.568
-0.216,0.256,0.855,19.348,-6.409,8.484
-0.197,0.251,0.839,17.395,-7.629,8.667
-0.187,0.247,0.819,14.282,-8.423,7.385
-0.183,0.238,0.803,9.766,-7.629,4.272
-0.192,0.248,0.808,4.639,-4.639,0.610
-0.208,0.259,0.839,0.244,0.000,-2.869
-0.215,0.278,0.868,-1.526,4.883,-4.517
-0.223,0.291,0.888,-1.099,8.118,-4.944
-0.228,0.300,0.900,0.000,8.789,-4.089
-0.224,0.312,0.906,1.587,7.629,-1.953
-0.212,0.320,0.906,2.625,5.371,0.366
-0.205,0.312,0.903,2.808,3.174,2.136
-0.196,0.304,0.890,2.075,0.916,3.845
-0.174,0.306,0.873,-0.122,-0.854,4.822
-0.168,0.290,0.875,-4.272,-2.197,4.272
-0.169,0.271,0.881,-8.301,-2.686,2.502
-0.166,0.265,0.883,-10.925,-2.563,0.916
-0.166,0.268,0.884,-12.695,-2.502,-0.671
-0.177,0.271,0.902,-14.038,-1.648,-2.197
-0.187,0.273,0.922,-13.855,0.427,-4.028
-0.202,0.286,0.944,-11.047,3.296,-5.249
0.740,2.364,-1.158,-49.011,-57.129,18.188
0.335,2.831,-0.721,-92.407,-103.149,-16.602
-0.077,3.119,-0.253,-103.577,-111.938,-68.726
-0.670,3.034,-0.047,-95.276,-79.834,-106.018
-1.192,2.694,0.045,-87.952,-47.607,-117.737
-1.433,2.324,0.167,-77.332,-43.213,-89.905
-1.240,2.035,0.231,-55.298,-49.622,-35.278
-0.746,1.788,0.206,-28.870,-59.387,7.751
-0.163,1.564,0.129,-9.644,-59.631,28.442
0.222,1.318,0.095,3.967,-21.057,55.237
0.461,1.110,0.125,4.395,0.732,60.181
0.560,0.973,0.198,2.258,-2.014,52.795
0.543,0.865,0.269,3.540,-10.681,55.481
0.473,0.788,0.321,6.470,-23.621,65.125
0.394,0.755,0.364,9.155,-38.818,67.993
0.271,0.753,0.446,12.207,-43.640,65.857
0.173,0.767,0.527,17.029,-36.621,60.913
0.089,0.805,0.598,24.597,-20.813,53.711
0.067,0.831,0.626,32.654,-4.761,45.776
0.041,0.833,0.652,35.217,3.418,39.307
-0.005,0.788,0.690,34.790,3.540,35.767
-0.057,0.757,0.726,33.142,-1.160,37.292
-0.084,0.655,0.762,30.334,-8.057,42.053
-0.134,0.631,0.786,29.907,-14.465,50.842
-0.187,0.614,0.789,33.936,-20.020,58.289
-0.219,0.550,0.772,37.170,-23.376,60.669
-0.266,0.510,0.739,40.894,-25.574,62.134
-0.325,0.515,0.725,44.800,-25.940,59.631
-0.349,0.502,0.712,48.218,-20.874,54.871
-0.330,0.453,0.709,48.645,-11.780,50.903
-0.288,0.408,0.717,46.204,-3.601,47.241
-0.249,0.405,0.755,42.053,3.052,42.297
-0.222,0.398,0.810,37.598,9.705,37.415
-0.191,0.375,0.867,33.386,17.090,33.142
-0.166,0.355,0.910,31.006,22.156,28.076
-0.163,0.370,0.957,29.175,24.414,23.376
-0.207,0.373,1.013,29.663,25.940,19.348
-0.214,0.334,1.050,32.837,27.893,17.395
-0.189,0.297,1.059,37.781,28.137,19.226
-0.151,0.276,1.038,44.006,25.330,22.278
-0.096,0.278,0.995,47.180,19.104,24.536
-0.084,0.268,0.967,46.143,11.108,23.376
-0.099,0.275,0.965,42.236,2.563,19.165
-0.106,0.282,0.967,39.246,0.000,16.296
-0.080,0.300,0.957,36.438,0.854,15.625
-0.090,0.268,0.954,31.677,0.610,14.648
-0.112,0.186,0.960,25.818,0.305,13.916
-0.115,0.142,0.961,21.057,-0.305,14.526
-0.106,0.136,0.968,17.395,-2.563,15.503
-0.099,0.103,0.974,11.963,-5.310,15.503
-0.102,0.116,0.975,9.338,-7.690,14.221
-0.109,0.176,0.974,11.597,-7.690,11.108
-0.123,0.219,0.980,14.954,-3.601,5.066
-0.133,0.249,0.971,18.372,3.174,-0.244
-0.132,0.263,0.959,21.301,8.850,-4.089
-0.134,0.273,0.944,24.292,11.047,-6.287
-0.136,0.262,0.932,25.696,9.644,-5.981
-0.128,0.239,0.917,24.658,5.554,-3.174
-0.117,0.226,0.896,21.667,-0.488,2.136
-0.118,0.187,0.883,18.616,-7.202,4.944
-0.111,0.149,0.859,15.259,-11.963,7.324
-0.118,0.123,0.849,11.414,-15.381,10.315
-0.121,0.101,0.848,7.629,-17.578,10.254
-0.115,0.096,0.849,4.700,-18.372,8.667
-0.114,0.108,0.864,2.441,-18.250,4.944
-0.125,0.140,0.886,-0.427,-18.250,-0.488
-0.136,0.183,0.925,-0.305,-14.526,-7.446
-0.138,0.212,0.968,0.732,-8.240,-14.404
-0.152,0.240,0.998,2.502,-4.028,-18.860
-0.180,0.256,1.012,4.578,-2.380,-22.644
-0.211,0.259,1.016,6.042,-2.258,-24.841
-0.232,0.267,1.009,7.080,-2.869,-23.804
-0.249,0.262,0.991,6.531,-4.883,-19.836
-0.264,0.237,0.970,3.967,-8.423,-13.245
-0.274,0.230,0.955,0.732,-13.672,-6.226
-0.271,0.234,0.942,-1.587,-19.287,-0.366
-0.266,0.235,0.932,-4.028,-24.048,3.845
-0.274,0.240,0.936,-4.639,-26.489,5.310
-0.276,0.251,0.938,-2.319,-24.414,4.456
-0.274,0.269,0.934,2.136,-18.372,2.197
-0.263,0.288,0.924,6.897,-10.986,-0.732
-0.250,0.291,0.911,10.315,-5.005,-3.296
-0.248,0.292,0.904,12.024,-2.014,-4.028
-0.243,0.309,0.893,12.268,-1.343,-3.113
-0.246,0.313,0.882,9.766,-2.258,-0.854
-0.244,0.291,0.879,5.615,-3.418,2.686
-0.236,0.287,0.879,1.770,-5.310,6.775
-0.233,0.307,0.890,-0.916,-7.263,9.521
-0.233,0.310,0.898,-3.479,-8.667,10.315
-0.234,0.321,0.908,-4.028,-8.362,9.827
-0.234,0.333,0.913,-2.502,-6.897,7.874
-0.237,0.333,0.913,-0.671,-5.493,5.310
-0.237,0.327,0.916,1.526,-4.578,2.930
-0.236,0.336,0.906,3.662,-3.967,1.526
-0.239,0.343,0.891,5.005,-4.211,0.549
-0.244,0.341,0.875,4.822,-4.517,0.061
-0.250,0.337,0.866,3.296,-4.578,0.549
-0.251,0.336,0.857,1.587,-4.761,1.892
-0.253,0.341,0.854,-0.061,-5.493,2.747
-0.253,0.346,0.854,-1.526,-6.470,3.540
0.888,1.779,-1.663,93.262,-100.464,35.889
0.703,2.375,-1.747,11.353,-61.462,0.122
0.452,2.757,-1.370,-71.655,-33.386,-52.490
-0.053,2.879,-0.807,-127.686,-22.644,-110.779
-0.591,2.865,-0.302,-146.423,-26.184,-157.776
-1.028,2.792,0.177,-142.761,-36.865,-163.696
-1.322,2.539,0.590,-130.310,-48.157,-131.531
-1.439,2.232,0.871,-103.333,-60.486,-83.557
-1.291,2.045,0.897,-56.946,-67.322,-34.180
-0.976,1.827,0.799,-4.578,-60.303,8.301
-0.551,1.683,0.575,28.748,-57.922,34.607
-0.227,1.475,0.409,49.316,-29.663,66.101
0.084,1.361,0.262,56.274,-12.939,80.505
0.296,1.268,0.153,57.007,-6.470,79.773
0.378,1.212,0.098,50.903,-2.014,75.684
0.395,1.135,0.109,45.044,1.831,71.533
0.418,1.059,0.122,38.818,-3.662,63.477
0.353,0.964,0.139,32.349,-13.000,61.218
0.322,0.841,0.185,25.879,-15.015,58.167
0.272,0.761,0.266,17.578,-18.616,57.800
0.263,0.665,0.366,10.681,-15.503,58.533
0.190,0.599,0.490,8.789,-10.559,59.326
0.193,0.579,0.577,14.404,-10.254,57.861
0.191,0.578,0.603,19.653,-7.629,61.035
0.143,0.526,0.632,21.057,-7.507,61.523
0.082,0.499,0.664,20.874,-10.498,58.411
0.010,0.437,0.727,21.423,-13.184,57.190
-0.031,0.344,0.766,23.010,-14.404,57.190
-0.056,0.300,0.778,26.855,-15.015,56.030
-0.079,0.328,0.780,32.593,-13.977,51.514
-0.126,0.302,0.795,35.889,-10.193,42.297
-0.122,0.237,0.817,39.185,-2.625,33.081
-0.114,0.209,0.825,41.687,3.113,24.963
-0.119,0.174,0.836,43.274,4.395,15.930
-0.136,0.130,0.847,43.213,5.432,8.301
-0.144,0.079,0.876,40.039,5.920,4.028
-0.170,0.021,0.906,34.119,3.601,0.793
-0.210,-0.010,0.918,24.780,2.502,1.282
-0.260,0.004,0.946,18.738,2.380,-0.854
-0.310,0.020,0.989,14.771,4.456,-2.991
-0.342,0.035,1.024,12.756,8.118,-0.671
-0.331,0.067,1.037,12.329,10.193,1.526
-0.310,0.128,1.054,12.817,10.925,3.235
-0.284,0.161,1.075,13.184,10.559,3.357
-0.257,0.173,1.091,13.611,7.202,0.671
-0.247,0.176,1.103,14.587,1.526,-3.418
-0.252,0.184,1.113,16.968,-3.540,-7.263
-0.256,0.186,1.100,21.484,-5.493,-10.254
-0.269,0.180,1.059,25.635,-4.822,-10.864
-0.289,0.190,1.008,27.161,-4.150,-12.756
-0.302,0.150,0.982,22.278,-3.052,-19.043
-0.347,0.129,0.977,17.883,-1.526,-19.958
-0.357,0.129,0.979,13.672,0.610,-18.799
-0.335,0.164,0.998,11.414,3.845,-19.470
-0.313,0.208,1.038,9.338,8.179,-18.372
-0.266,0.243,1.077,7.507,11.841,-16.113
-0.223,0.276,1.112,7.996,13.306,-15.991
-0.191,0.302,1.144,10.620,11.902,-17.334
-0.195,0.324,1.146,14.771,9.705,-18.555
-0.173,0.325,1.133,18.372,8.423,-18.127
-0.163,0.322,1.101,19.775,8.972,-16.235
-0.167,0.327,1.071,19.409,9.521,-14.648
-0.181,0.329,1.045,18.311,8.057,-12.939
-0.186,0.320,1.016,16.052,5.676,-9.155
-0.188,0.312,0.993,13.550,3.418,-5.676
-0.190,0.307,0.969,12.085,0.244,-2.319
-0.183,0.319,0.932,10.620,-5.066,2.197
-0.182,0.348,0.923,8.301,-9.888,5.493
-0.183,0.349,0.933,6.592,-11.597,6.409
-0.185,0.345,0.930,6.836,-11.047,6.775
-0.179,0.346,0.907,9.338,-10.132,7.202
-0.171,0.365,0.870,12.268,-9.521,6.409
-0.187,0.367,0.848,13.428,-8.484,4.944
-0.202,0.354,0.832,13.916,-6.348,3.906
-0.201,0.343,0.815,14.404,-4.211,4.272
-0.194,0.337,0.795,13.794,-4.272,5.615
-0.190,0.337,0.789,11.658,-5.859,6.897
-0.197,0.323,0.787,9.705,-7.629,6.775
-0.190,0.318,0.788,8.240,-8.301,6.531
-0.178,0.334,0.798,6.348,-8.789,6.287
-0.180,0.333,0.814,4.272,-8.484,4.822
-0.183,0.328,0.835,2.869,-6.958,2.930
-0.185,0.337,0.859,2.747,-4.761,2.319
-0.168,0.354,0.871,3.784,-2.869,2.686
-0.163,0.356,0.877,3.967,-2.563,2.686
-0.165,0.354,0.883,3.357,-3.784,2.563
-0.165,0.354,0.884,2.869,-5.127,2.625
-0.162,0.348,0.872,1.648,-6.226,3.357
-0.157,0.335,0.860,-0.977,-7.141,4.028
-0.156,0.337,0.862,-4.211,-7.568,3.967
-0.160,0.342,0.876,-6.958,-7.324,3.174
-0.164,0.341,0.892,-8.423,-6.531,2.197
-0.173,0.351,0.904,-8.118,-5.615,1.221
-0.186,0.383,0.917,-5.981,-4.700,-0.183
-0.199,0.394,0.921,-2.991,-3.601,-1.465
-0.202,0.396,0.917,-0.793,-2.136,-2.075
-0.203,0.399,0.917,0.977,-1.526,-2.258
-0.208,0.401,0.919,2.686,-2.441,-2.380
-0.201,0.413,0.906,3.845,-3.235,-2.075
-0.209,0.401,0.903,2.930,-3.906,-1.892
0.751,2.127,-1.201,62.500,-131.714,103.088
0.599,2.401,-1.102,-5.554,-101.013,61.035
0.367,2.487,-0.714,-72.876,-68.787,-3.906
-0.052,2.530,-0.251,-112.366,-39.490,-75.012
-0.565,2.504,0.122,-119.568,-14.221,-135.742
-1.016,2.387,0.430,-110.352,-0.549,-164.368
-1.267,2.194,0.619,-93.445,2.136,-144.348
-1.288,1.949,0.785,-68.909,-6.714,-88.989
-1.017,1.819,0.784,-38.269,-37.476,-33.142
-0.685,1.633,0.708,0.305,-36.133,29.907
-0.327,1.466,0.564,32.776,-34.363,69.214
0.035,1.302,0.393,57.373,-29.114,81.177
0.236,1.228,0.266,66.589,-17.151,85.632
0.357,1.123,0.198,64.087,-2.075,79.407
0.377,1.029,0.183,54.871,5.859,65.796
0.364,0.941,0.199,45.471,7.690,51.453
0.313,0.868,0.224,37.476,7.263,45.715
0.248,0.785,0.276,28.564,5.066,46.509
0.195,0.703,0.354,21.545,1.404,50.476
0.192,0.622,0.430,16.541,-0.916,53.833
0.193,0.530,0.488,13.184,-2.869,54.321
0.182,0.483,0.566,11.169,-5.127,52.979
0.146,0.429,0.637,10.437,-6.897,50.293
0.136,0.386,0.699,10.559,-6.714,47.058
0.122,0.342,0.712,14.465,-5.188,43.091
0.075,0.319,0.753,15.747,-5.676,38.147
0.017,0.273,0.792,15.686,-8.423,34.302
-0.044,0.214,0.815,14.404,-14.771,32.227
-0.173,0.181,0.816,12.390,-22.339,30.823
-0.296,0.153,0.849,10.864,-29.419,30.823
-0.322,0.136,0.851,12.512,-31.494,34.424
-0.316,0.147,0.849,12.756,-33.203,39.246
-0.278,0.194,0.873,10.742,-36.255,39.978
-0.238,0.210,0.903,7.263,-37.537,35.767
-0.217,0.219,0.928,5.005,-36.011,26.978
-0.207,0.225,0.960,4.822,-27.588,18.616
-0.201,0.249,0.992,4.028,-15.747,9.033
-0.219,0.251,1.036,4.639,-4.211,0.916
-0.254,0.209,1.119,7.568,4.822,-3.845
-0.276,0.188,1.135,11.841,9.644,-3.662
-0.273,0.167,1.122,17.517,5.554,-0.305
-0.282,0.167,1.082,22.522,-4.456,3.296
-0.305,0.157,1.041,24.353,-15.381,5.249
-0.322,0.148,1.014,23.865,-22.522,5.554
-0.352,0.172,1.002,22.827,-25.696,4.333
-0.388,0.206,1.004,21.729,-23.499,2.808
-0.377,0.218,0.992,20.691,-15.625,3.052
-0.360,0.232,0.990,18.555,-7.263,2.869
-0.353,0.246,1.017,14.404,-2.991,0.488
-0.351,0.265,1.065,10.986,-1.709,-1.892
-0.336,0.291,1.099,9.399,-0.916,-2.686
-0.324,0.295,1.122,11.230,-0.305,-5.493
-0.328,0.305,1.155,15.259,-1.160,-7.263
-0.325,0.299,1.163,21.912,-2.563,-4.456
-0.292,0.306,1.120,29.724,-4.822,0.122
-0.282,0.305,1.052,35.522,-9.216,4.517
-0.284,0.319,1.015,38.086,-13.550,6.897
-0.319,0.322,1.006,39.246,-15.747,7.141
-0.318,0.301,0.976,40.161,-15.198,8.423
-0.311,0.292,0.929,40.527,-14.221,9.705
-0.305,0.304,0.900,39.673,-14.038,9.094
-0.300,0.306,0.893,36.255,-12.756,6.042
-0.303,0.295,0.891,31.677,-9.155,2.991
-0.299,0.305,0.898,29.114,-5.005,0.854
-0.314,0.311,0.912,28.809,-0.793,-1.404
-0.323,0.301,0.925,29.541,4.150,-2.563
-0.313,0.291,0.921,31.799,7.141,1.587
