aX,aY,aZ,gX,gY,gZ
-0.419,0.185,0.918,12.817,23.682,46.631
-0.441,0.173,0.907,14.038,25.146,49.866
-0.458,0.166,0.901,14.832,26.550,54.871
-0.474,0.154,0.906,15.198,28.259,61.707
-0.452,0.146,0.899,15.442,29.602,69.641
-0.417,0.152,0.884,14.893,28.931,77.271
-0.380,0.148,0.881,12.573,25.452,83.557
-0.349,0.148,0.894,10.071,20.386,88.013
-0.323,0.139,0.908,7.141,16.785,90.393
-0.313,0.147,0.927,4.883,15.625,90.942
-0.309,0.111,0.936,3.113,17.517,90.149
-0.316,0.112,0.943,4.883,21.729,86.670
-0.331,0.135,0.938,9.460,29.358,83.801
-0.345,0.125,0.923,11.353,37.781,80.627
-0.363,0.140,0.900,13.062,45.837,78.979
-0.356,0.114,0.864,12.634,52.246,79.590
-0.339,0.120,0.840,12.451,53.772,80.200
-0.321,0.125,0.807,10.315,49.927,81.665
-0.294,0.118,0.807,4.639,41.199,83.313
-0.261,0.102,0.812,-1.709,29.846,85.266
-0.250,0.109,0.844,-5.920,19.409,87.341
-0.235,0.106,0.881,-10.925,12.756,88.440
-0.234,0.111,0.919,-13.855,11.780,88.074
-0.232,0.081,0.960,-14.465,15.930,86.609
-0.226,0.083,0.971,-11.108,23.071,84.167
-0.222,0.107,0.953,-5.676,31.128,81.909
-0.222,0.104,0.927,-2.991,36.743,77.637
-0.244,0.104,0.916,-0.977,39.124,73.730
-0.262,0.106,0.905,0.244,40.527,71.899
-0.266,0.124,0.897,-0.122,41.504,73.364
-0.229,0.114,0.882,-2.258,40.527,75.806
-0.228,0.119,0.908,-4.150,36.682,82.153
-0.205,0.130,0.923,-5.127,32.227,87.463
-0.199,0.137,0.944,-5.249,28.809,90.515
-0.180,0.135,0.967,-5.493,27.405,94.116
-0.163,0.131,0.981,-5.127,27.649,97.656
-0.145,0.126,0.992,-3.723,28.625,100.525
-0.124,0.134,0.988,-1.343,29.358,102.234
-0.098,0.140,0.980,-0.061,29.602,101.257
-0.065,0.151,0.970,1.221,28.564,100.098
-0.041,0.156,0.973,1.221,25.818,97.900
1.849,0.574,0.970,22.400,-18.921,-222.290
1.890,0.611,0.921,27.588,-26.672,-255.981
1.945,0.593,0.845,30.945,-32.410,-293.274
1.857,0.636,0.791,37.842,-33.447,-331.055
1.705,0.762,0.669,37.659,-29.663,-372.925
1.572,0.783,0.528,25.269,-25.879,-422.852
1.408,0.915,0.405,9.155,-29.236,-472.656
1.164,1.039,0.327,-4.456,-38.696,-496.582
0.859,1.149,0.315,-17.151,-45.227,-506.653
0.434,1.282,0.466,-28.198,-44.983,-512.146
-0.024,1.349,0.719,-38.147,-33.569,-501.648
-0.398,1.340,0.940,-46.021,-17.273,-471.863
-0.653,1.316,1.102,-47.913,-9.705,-429.321
-0.852,1.307,1.163,-44.983,-16.724,-383.545
-0.989,1.297,1.161,-40.955,-37.842,-339.661
-1.064,1.252,1.144,-32.776,-66.101,-299.744
-1.052,1.255,1.030,-20.508,-92.529,-263.367
-1.055,1.243,0.994,-16.968,-109.863,-228.149
-1.096,1.232,0.920,-5.859,-118.958,-204.163
-1.140,1.224,0.838,3.479,-108.887,-185.059
-1.216,1.155,0.784,4.089,-86.426,-168.152
-1.255,1.082,0.743,2.441,-60.059,-151.672
-1.274,0.997,0.754,-3.174,-42.542,-133.484
-1.301,0.916,0.791,-12.390,-38.208,-113.281
-1.321,0.853,0.843,-24.658,-40.405,-92.102
-1.347,0.759,0.895,-32.532,-40.283,-68.787
-1.320,0.679,0.937,-32.227,-40.405,-48.828
-1.281,0.599,0.947,-26.245,-45.410,-36.377
-1.226,0.496,0.921,-18.311,-47.668,-22.461
-1.183,0.428,0.869,-9.460,-46.753,-7.629
-1.086,0.368,0.805,-4.944,-46.448,3.601
-1.014,0.309,0.775,-3.601,-47.119,13.855
-0.923,0.273,0.778,-3.052,-46.509,23.682
-0.857,0.243,0.793,-5.737,-43.518,31.738
-0.790,0.246,0.827,-7.751,-34.973,40.039
-0.724,0.237,0.856,-9.399,-24.353,46.204
-0.660,0.229,0.866,-9.949,-15.259,49.805
-0.623,0.251,0.895,-8.057,-9.277,52.429
-0.570,0.224,0.908,-7.263,-5.737,51.758
-0.543,0.231,0.912,-4.883,-4.822,52.368
-0.504,0.214,0.905,-2.563,-5.554,53.589
-0.443,0.190,0.904,-0.854,-7.446,55.420
-0.405,0.208,0.928,2.502,-10.925,58.167
-0.372,0.208,0.944,4.456,-12.817,59.937
-0.333,0.213,0.942,5.676,-12.024,60.608
-0.299,0.187,0.921,5.249,-10.681,60.425
-0.258,0.198,0.903,5.127,-9.827,59.753
-0.221,0.186,0.881,3.601,-8.606,59.265
-0.196,0.194,0.882,0.549,-8.667,56.824
-0.202,0.196,0.881,-3.418,-8.301,53.772
-0.186,0.185,0.906,-9.521,-6.348,50.842
-0.204,0.185,0.939,-10.986,-3.113,46.692
-0.232,0.190,0.954,-12.512,1.770,42.786
-0.245,0.204,0.954,-16.724,6.287,39.063
-0.292,0.180,0.930,-20.081,9.644,35.828
-0.309,0.182,0.918,-18.860,11.292,35.461
-0.356,0.193,0.919,-15.503,11.108,37.231
-0.389,0.200,0.911,-12.939,12.085,41.016
-0.411,0.199,0.890,-12.512,13.855,46.082
-0.426,0.174,0.875,-12.878,14.221,51.941
-0.402,0.158,0.877,-10.071,14.160,59.937
-0.387,0.201,0.887,-2.991,15.869,70.679
-0.350,0.247,0.887,0.183,18.372,77.942
-0.330,0.235,0.890,-3.540,19.287,78.552
-0.324,0.228,0.901,-6.714,19.348,77.087
-0.312,0.233,0.930,-7.874,20.081,74.341
-0.315,0.233,0.966,-7.690,21.484,70.679
-0.345,0.231,0.989,-6.348,23.621,66.040
-0.380,0.226,0.998,-4.028,27.771,62.622
-0.425,0.244,1.003,-2.502,32.410,59.937
-0.458,0.219,0.964,-2.747,37.354,56.580
-0.475,0.204,0.917,-0.671,41.260,58.167
-0.477,0.202,0.865,1.465,42.419,63.232
-0.465,0.192,0.820,1.038,39.795,69.763
-0.431,0.179,0.805,-1.709,33.081,77.759
-0.400,0.154,0.831,-4.028,23.071,86.487
-0.368,0.127,0.874,-3.540,13.489,94.482
-0.363,0.142,0.924,0.061,8.057,100.525
-0.355,0.165,0.964,2.441,8.728,103.699
-0.344,0.156,0.986,2.197,14.832,104.431
-0.327,0.156,1.006,3.784,24.170,105.408
-0.300,0.143,0.986,4.700,34.302,107.361
-0.269,0.176,0.985,5.493,42.175,110.168
-0.275,0.197,0.970,2.441,45.898,113.098
-0.245,0.178,0.987,-0.916,45.654,113.098
-0.241,0.179,1.004,-3.662,42.480,113.770
-0.208,0.195,0.963,-4.211,38.330,113.831
-0.177,0.216,0.946,-1.892,31.677,111.877
-0.254,0.213,0.952,-2.686,23.071,106.140
-0.288,0.202,0.949,-2.014,17.151,102.905
-0.291,0.181,0.929,1.038,17.517,102.905
-0.294,0.182,0.899,5.310,19.714,103.394
-0.285,0.190,0.864,8.667,23.499,107.056
-0.266,0.189,0.823,8.789,27.222,115.662
-0.240,0.173,0.796,5.798,29.907,123.718
-0.203,0.164,0.785,1.770,31.860,130.066
-0.158,0.167,0.780,-1.221,34.180,138.000
-0.108,0.192,0.797,-2.747,37.231,144.897
-0.076,0.219,0.835,-5.371,39.429,146.790
-0.052,0.218,0.870,-7.690,40.100,142.334
-1.284,1.248,0.716,-49.561,-71.167,-305.420
-1.404,1.226,0.688,-47.913,-85.754,-270.874
-1.517,1.206,0.702,-47.363,-95.276,-233.521
-1.598,1.195,0.741,-47.485,-99.854,-196.777
-1.646,1.158,0.805,-48.462,-96.375,-161.682
-1.635,1.080,0.868,-52.856,-86.243,-129.639
-1.622,1.004,0.929,-56.091,-72.937,-100.220
-1.605,0.936,0.964,-53.162,-58.289,-71.838
-1.564,0.851,0.968,-48.035,-46.265,-46.326
-1.465,0.747,0.978,-40.466,-40.222,-22.705
-1.363,0.636,0.961,-32.227,-41.382,-3.296
-1.266,0.541,0.950,-26.855,-46.204,18.188
-1.138,0.463,0.932,-18.799,-51.453,37.903
-0.977,0.423,0.915,-10.254,-55.603,54.932
-0.842,0.383,0.915,-3.418,-57.312,65.613
-0.750,0.351,0.926,-0.916,-56.885,69.153
-0.646,0.306,0.928,-1.343,-49.438,69.946
-0.567,0.284,0.926,-6.287,-39.551,68.481
-0.517,0.271,0.923,-9.216,-24.780,66.467
-0.473,0.259,0.930,-7.874,-11.414,62.195
-0.431,0.242,0.939,-4.822,-1.831,57.922
-0.386,0.242,0.952,-0.854,4.639,56.946
-0.343,0.243,0.966,4.456,7.812,57.678
-0.287,0.237,0.972,8.911,6.592,58.838
-0.236,0.209,0.971,11.597,0.305,60.242
-0.165,0.198,0.977,11.780,-8.789,61.523
-0.119,0.194,0.973,9.705,-18.921,62.134
-0.086,0.179,0.973,6.714,-25.757,59.937
-0.073,0.173,0.967,4.700,-27.527,55.176
-0.065,0.170,0.959,3.967,-24.414,47.546
-0.082,0.141,0.943,4.272,-17.212,38.818
-0.105,0.155,0.925,6.897,-7.507,30.884
-0.143,0.163,0.911,8.667,3.296,24.902
-0.163,0.156,0.895,8.911,11.475,20.691
-0.182,0.158,0.873,9.338,14.099,18.799
-0.194,0.155,0.845,8.362,11.658,18.860
-0.196,0.159,0.828,6.348,5.615,20.691
-0.203,0.157,0.826,3.113,-1.648,22.339
-0.202,0.152,0.832,-0.061,-6.775,23.560
-0.196,0.157,0.844,-0.732,-7.568,22.827
-0.202,0.178,0.877,-4.333,-7.812,22.217
-0.224,0.178,0.900,-7.202,-4.883,19.409
-0.259,0.177,0.915,-6.348,0.122,15.808
-0.293,0.196,0.927,-3.479,5.859,14.160
-0.327,0.199,0.937,0.000,10.254,14.099
-0.349,0.193,0.939,3.967,12.512,15.808
-0.359,0.206,0.932,7.385,13.000,20.142
-0.349,0.206,0.935,9.766,11.719,23.926
-0.351,0.207,0.932,9.521,9.216,26.306
-0.360,0.210,0.937,9.399,6.592,27.893
-0.379,0.216,0.948,9.277,5.188,28.137
-0.380,0.223,0.942,9.460,5.615,26.855
-0.414,0.220,0.940,9.583,6.836,24.536
-0.451,0.209,0.937,10.315,9.521,22.827
-0.476,0.200,0.931,11.841,13.977,24.353
-0.481,0.193,0.921,12.329,17.944,28.687
-0.480,0.187,0.917,12.268,18.433,34.119
-0.474,0.179,0.916,12.146,15.991,39.978
-0.471,0.169,0.930,11.963,12.695,46.021
-0.496,0.174,0.943,12.878,10.132,52.124
-0.509,0.155,0.957,14.282,10.620,57.434
-0.519,0.116,0.972,14.587,15.259,62.134
-0.523,0.131,0.956,18.066,22.522,68.787
-0.517,0.156,0.942,21.545,30.823,75.256
-0.450,0.141,0.902,20.325,37.109,77.881
-0.421,0.166,0.896,18.921,36.194,78.552
-0.422,0.155,0.894,17.273,28.809,74.829
-0.419,0.143,0.889,14.893,20.203,71.716
-0.411,0.137,0.878,11.108,12.573,69.824
-0.437,0.125,0.893,7.568,5.920,68.726
-0.451,0.129,0.900,5.615,3.540,70.190
-0.456,0.113,0.898,3.906,5.432,73.669
-0.450,0.115,0.905,3.235,8.789,77.515
-0.458,0.120,0.908,4.578,13.245,81.421
-0.484,0.097,0.915,5.188,18.372,84.778
-0.500,0.080,0.913,7.690,23.254,88.623
-0.505,0.071,0.893,12.573,28.625,94.849
-0.480,0.074,0.849,15.076,33.264,102.722
-0.404,0.108,0.827,13.977,34.729,110.535
-0.312,0.099,0.782,6.592,30.273,114.441
-0.249,0.118,0.798,-0.793,18.555,113.953
-0.242,0.123,0.865,-9.277,6.104,112.488
-0.253,0.109,0.922,-18.066,-0.549,109.314
-0.240,0.058,0.962,-22.766,0.549,106.445
-0.276,0.067,0.992,-18.555,7.080,107.117
-0.314,0.076,0.989,-10.620,18.005,106.323
-0.347,0.078,0.977,-3.296,30.579,104.797
-0.355,0.056,0.947,3.723,42.908,107.117
-0.342,0.070,0.906,10.498,52.490,113.525
-0.289,0.096,0.859,13.489,57.495,122.437
-0.194,0.114,0.816,8.972,55.237,131.409
-0.114,0.113,0.811,1.160,43.274,137.085
-0.056,0.111,0.834,-7.263,26.001,137.695
-0.041,0.087,0.888,-15.503,9.338,133.911
-0.051,0.072,0.927,-20.020,-1.953,127.136
-0.069,0.082,0.969,-18.860,-3.845,120.911
-0.074,0.075,0.981,-15.198,1.953,113.220
-0.081,0.063,0.982,-8.850,13.489,107.483
-0.081,0.084,0.967,-0.610,25.513,101.685
-0.069,0.093,0.934,3.540,36.316,96.191
1.485,0.691,0.926,-1.099,-33.264,-406.616
1.222,0.772,0.823,8.179,-57.129,-440.735
0.845,0.852,0.765,16.785,-78.735,-467.590
0.461,0.876,0.768,19.592,-86.426,-481.934
0.090,0.914,0.794,21.729,-77.820,-477.844
-0.213,1.014,0.761,25.085,-61.584,-459.290
-0.485,1.122,0.692,26.306,-46.570,-432.983
-0.746,1.186,0.600,23.132,-39.673,-401.794
-0.972,1.226,0.512,18.921,-44.556,-366.028
-1.130,1.278,0.449,15.564,-59.875,-325.073
-1.249,1.330,0.435,10.803,-79.895,-282.593
-1.330,1.329,0.468,4.395,-95.581,-241.333
-1.355,1.322,0.522,-2.197,-102.295,-202.271
-1.336,1.300,0.623,-10.498,-100.037,-169.861
-1.346,1.265,0.734,-13.977,-93.262,-145.142
-1.332,1.216,0.783,-12.573,-79.224,-127.686
-1.366,1.156,0.819,-10.803,-62.561,-113.647
-1.412,1.066,0.820,-9.460,-47.119,-101.074
-1.438,0.927,0.801,-9.216,-37.170,-89.111
-1.420,0.769,0.783,-8.972,-32.043,-72.449
-1.398,0.661,0.753,-6.104,-32.288,-50.720
-1.330,0.550,0.738,-4.944,-36.316,-29.175
-1.265,0.439,0.727,-5.859,-43.457,-11.841
-1.183,0.358,0.714,-8.606,-45.959,5.432
-1.087,0.302,0.719,-11.658,-43.640,20.935
-0.978,0.263,0.751,-14.648,-38.757,32.227
-0.862,0.217,0.788,-16.357,-32.410,39.490
-0.759,0.204,0.837,-18.066,-28.625,42.603
-0.688,0.198,0.880,-17.822,-23.437,43.091
-0.638,0.194,0.935,-13.916,-18.066,41.077
-0.577,0.187,0.963,-10.620,-12.695,37.537
-0.529,0.205,0.992,-7.629,-7.080,34.790
-0.497,0.213,1.009,-6.409,-3.906,33.081
-0.484,0.230,1.029,-2.686,-2.197,31.494
-0.465,0.208,1.011,1.648,-0.488,29.785
-0.441,0.212,0.973,7.629,0.549,30.579
-0.414,0.210,0.934,12.085,-0.488,32.227
-0.387,0.195,0.898,13.794,-2.502,34.302
-0.360,0.189,0.875,13.916,-4.883,36.438
-0.331,0.202,0.866,13.733,-6.592,37.598
-0.324,0.194,0.853,11.719,-6.226,36.133
-0.328,0.170,0.842,9.155,-3.052,33.325
-0.338,0.151,0.827,8.057,2.380,31.738
-0.317,0.139,0.812,6.592,7.324,31.860
-0.272,0.146,0.817,4.822,8.057,32.776
-0.252,0.142,0.857,2.991,3.906,31.677
-0.277,0.156,0.891,1.892,-0.427,29.358
-0.275,0.141,0.883,0.732,-1.160,26.428
-0.284,0.139,0.892,0.122,0.916,23.743
-0.287,0.165,0.899,0.427,3.357,21.790
-0.321,0.155,0.908,-0.793,5.615,18.616
-0.362,0.140,0.906,-0.122,8.179,15.991
-0.388,0.136,0.887,2.441,10.315,16.174
-0.390,0.136,0.862,3.540,10.681,18.860
-0.394,0.141,0.857,1.526,7.629,22.888
-0.390,0.142,0.885,0.000,5.005,27.588
-0.383,0.144,0.902,0.549,1.587,30.579
-0.375,0.159,0.920,0.854,-0.732,32.898
-0.380,0.165,0.942,0.854,-0.732,33.875
-0.400,0.171,0.951,1.953,2.991,33.386
-0.432,0.175,0.962,4.944,8.728,32.410
-0.467,0.190,0.941,7.141,15.808,31.189
-0.491,0.182,0.904,7.507,22.278,30.151
-0.494,0.168,0.873,7.629,26.062,31.372
-0.489,0.168,0.849,7.507,26.306,35.156
-0.485,0.158,0.848,4.883,22.217,39.917
-0.474,0.142,0.863,0.916,16.113,45.593
-0.462,0.138,0.881,-2.014,9.827,51.147
-0.440,0.142,0.898,-4.211,4.456,55.298
-0.398,0.149,0.910,-5.554,1.587,56.580
-0.378,0.153,0.923,-5.371,0.305,54.077
-0.387,0.133,0.933,-4.211,0.916,48.462
-0.406,0.105,0.924,-1.221,5.737,43.030
-0.405,0.107,0.897,0.000,14.038,41.748
-0.398,0.104,0.869,0.793,20.996,40.894
-0.404,0.089,0.856,1.038,23.499,41.077
-0.404,0.077,0.842,0.427,22.095,43.335
-0.396,0.075,0.836,-0.977,18.066,47.180
-0.393,0.076,0.843,-3.174,13.000,50.659
-0.400,0.072,0.850,-5.066,10.376,53.650
-0.404,0.065,0.859,-6.042,10.864,55.969
-0.401,0.075,0.862,-5.188,14.587,58.411
-0.384,0.083,0.868,-4.944,18.494,59.631
-0.371,0.081,0.871,-4.395,20.630,58.960
-0.373,0.065,0.875,-3.906,21.118,57.861
-0.364,0.055,0.883,-3.052,20.447,58.350
-0.345,0.063,0.878,-3.662,19.897,60.486
-0.324,0.062,0.876,-6.470,18.311,62.195
-0.313,0.062,0.879,-8.789,16.418,62.988
-0.316,0.064,0.891,-10.071,15.869,63.110
-0.340,0.053,0.886,-11.475,17.517,62.622
-0.368,0.060,0.882,-11.108,20.386,61.035
-0.407,0.078,0.875,-9.216,25.513,59.998
-0.453,0.080,0.870,-7.629,32.349,59.570
-0.466,0.069,0.856,-6.104,39.734,61.707
-0.458,0.079,0.840,-4.761,45.349,67.200
-0.413,0.095,0.832,-5.249,46.448,74.158
-0.346,0.107,0.817,-8.606,42.175,80.139
-0.298,0.104,0.834,-14.160,31.128,83.923
-0.264,0.097,0.873,-19.653,17.761,85.999
1.768,0.444,1.102,-0.061,-74.219,-119.629
1.745,0.519,1.156,-0.916,-73.303,-167.725
1.696,0.590,1.194,3.601,-66.162,-217.407
1.594,0.687,1.183,15.930,-54.382,-267.517
1.488,0.714,1.055,27.649,-42.114,-315.552
1.221,0.883,1.018,43.457,-34.668,-357.666
0.806,0.964,1.000,52.063,-26.672,-394.104
0.540,0.892,0.921,48.889,-13.977,-421.509
0.301,0.848,0.831,46.814,-4.944,-432.007
0.069,0.942,0.729,48.096,-3.723,-431.213
-0.174,0.969,0.579,40.344,-11.597,-432.251
-0.415,0.972,0.497,36.560,-29.602,-428.772
-0.662,0.987,0.449,31.799,-46.387,-416.687
-0.888,0.977,0.417,24.414,-56.946,-396.790
-1.066,0.995,0.396,17.883,-59.387,-370.972
-1.214,0.997,0.370,8.179,-55.481,-340.393
-1.347,0.997,0.354,-5.310,-50.537,-307.800
-1.449,1.051,0.409,-17.639,-47.241,-272.705
-1.560,1.082,0.508,-27.954,-45.471,-236.755
-1.603,1.071,0.598,-39.856,-40.955,-199.768
-1.593,1.062,0.686,-50.293,-38.330,-164.307
-1.602,1.052,0.786,-51.697,-37.842,-132.080
-1.585,0.978,0.830,-57.007,-40.466,-104.492
-1.530,0.893,0.871,-57.922,-35.706,-74.707
-1.420,0.889,0.893,-53.955,-33.630,-45.471
-1.332,0.776,0.924,-44.739,-33.325,-27.893
-1.248,0.688,0.945,-38.269,-36.255,-13.245
-1.174,0.585,0.941,-36.133,-39.612,2.869
-1.084,0.477,0.926,-31.250,-43.274,15.015
-0.996,0.401,0.909,-26.489,-45.410,26.978
-0.916,0.338,0.893,-25.513,-45.837,37.598
-0.826,0.259,0.879,-29.175,-44.556,46.021
-0.717,0.216,0.888,-29.968,-41.809,53.345
-0.658,0.213,0.927,-28.381,-41.138,57.251
-0.608,0.185,0.956,-27.832,-32.166,58.044
-0.543,0.184,0.961,-24.719,-21.790,55.908
-0.486,0.202,0.983,-21.484,-12.756,52.002
-0.444,0.208,0.998,-19.226,-4.822,47.119
-0.420,0.219,1.001,-17.578,1.465,42.725
-0.384,0.222,1.001,-12.268,5.615,39.978
-0.354,0.240,1.001,-3.784,6.592,40.344
-0.314,0.252,0.993,1.892,5.188,41.382
-0.281,0.255,0.988,4.517,1.465,41.687
-0.271,0.252,0.983,6.165,-2.075,40.833
-0.255,0.245,0.969,7.751,-3.052,39.551
-0.239,0.247,0.946,8.423,-1.587,38.086
-0.212,0.235,0.922,5.981,0.427,35.706
-0.209,0.226,0.922,3.418,1.343,32.959
-0.214,0.212,0.919,1.892,2.441,29.968
-0.215,0.195,0.909,0.183,4.272,27.588
-0.214,0.185,0.899,-1.038,5.371,26.001
-0.223,0.185,0.888,-2.136,3.784,24.414
-0.231,0.184,0.888,-2.869,1.221,22.827
-0.266,0.192,0.877,-3.174,-0.427,21.667
-0.256,0.192,0.886,-3.601,-0.854,20.752
-0.282,0.200,0.894,-3.357,2.502,19.897
-0.293,0.202,0.877,0.488,7.446,17.822
-0.311,0.196,0.877,1.404,8.728,15.808
-0.318,0.188,0.871,0.732,9.094,17.151
-0.309,0.205,0.869,-1.343,7.202,20.325
-0.288,0.201,0.879,-3.540,1.953,22.766
-0.279,0.211,0.899,-9.766,-4.639,23.865
-0.289,0.218,0.944,-13.916,-8.789,25.635
-0.314,0.221,0.990,-12.390,-8.545,25.085
-0.344,0.216,1.018,-7.446,-4.578,23.254
-0.385,0.222,1.020,0.305,1.892,21.301
-0.433,0.230,0.992,9.155,9.277,19.287
-0.485,0.220,0.954,15.991,14.587,18.860
-0.534,0.211,0.910,20.447,17.761,21.301
-0.560,0.218,0.865,23.254,20.203,26.611
-0.581,0.218,0.842,23.621,20.325,33.569
-0.580,0.204,0.834,21.606,19.104,42.114
-0.568,0.195,0.836,19.348,17.456,52.063
-0.552,0.184,0.850,17.090,15.808,62.622
-0.521,0.175,0.866,15.259,15.991,72.449
-0.484,0.172,0.870,12.512,16.968,80.322
-0.454,0.173,0.877,9.277,18.372,84.717
-0.435,0.172,0.881,7.019,20.081,85.815
-0.409,0.182,0.871,5.615,22.034,84.229
-0.399,0.181,0.860,4.578,22.644,79.224
-0.424,0.172,0.861,4.700,21.790,71.899
-0.463,0.162,0.866,5.249,23.010,66.956
-0.484,0.148,0.864,5.554,26.611,65.552
-0.485,0.142,0.851,5.493,30.273,67.200
-0.476,0.142,0.845,4.211,32.166,71.106
-0.469,0.139,0.850,1.709,30.884,75.745
-0.456,0.130,0.864,-1.831,27.527,81.299
-0.445,0.124,0.883,-4.456,23.682,86.792
-0.443,0.123,0.911,-5.859,20.813,91.858
-0.416,0.126,0.928,-5.737,20.386,95.459
-0.393,0.123,0.934,-4.395,21.545,96.252
-0.363,0.111,0.925,-2.136,22.339,95.398
-0.341,0.116,0.926,0.488,21.851,94.238
-0.316,0.116,0.925,1.770,20.508,93.018
-0.295,0.119,0.919,1.587,19.409,91.797
-0.288,0.121,0.920,1.038,18.494,90.271
-0.293,0.116,0.930,0.732,19.775,88.745
-0.303,0.119,0.936,1.404,23.743,88.074
-0.323,0.120,0.935,2.625,28.809,88.013
-0.345,0.112,0.925,4.822,33.875,88.501
1.890,0.281,1.400,17.822,-59.448,-89.600
1.956,0.435,1.490,30.334,-78.735,-153.748
1.880,0.353,1.479,35.706,-97.046,-233.276
1.728,0.381,1.425,46.875,-103.882,-298.706
1.525,0.405,1.264,52.490,-99.304,-349.182
1.284,0.442,1.103,53.223,-90.698,-386.292
1.020,0.509,0.979,52.734,-83.008,-409.302
0.737,0.595,0.884,49.133,-75.256,-419.800
0.449,0.659,0.792,44.678,-69.336,-420.410
0.150,0.683,0.732,39.307,-67.383,-413.330
-0.201,0.674,0.741,37.659,-65.552,-397.461
-0.457,0.678,0.708,43.030,-56.213,-371.094
-0.586,0.784,0.588,51.147,-43.030,-335.327
-0.673,0.869,0.474,52.246,-40.100,-299.500
-0.735,0.894,0.386,41.565,-48.950,-270.020
-0.748,0.937,0.368,28.564,-60.608,-244.812
-0.799,0.985,0.402,18.188,-66.406,-225.525
-0.870,1.001,0.420,7.629,-58.228,-211.182
-0.924,1.000,0.452,0.244,-39.917,-198.242
-1.008,1.002,0.479,-2.014,-22.278,-187.439
-1.127,0.995,0.513,-5.005,-12.329,-175.659
-1.274,0.966,0.556,-13.794,-14.282,-160.950
-1.364,0.844,0.610,-25.269,-26.489,-142.212
-1.366,0.737,0.646,-29.907,-40.771,-114.502
-1.327,0.701,0.647,-27.283,-52.551,-86.426
-1.270,0.676,0.638,-26.428,-55.786,-63.110
-1.240,0.586,0.640,-18.005,-52.368,-49.500
-1.245,0.500,0.647,-7.629,-43.640,-40.588
-1.210,0.405,0.632,-6.348,-28.320,-29.053
-1.145,0.350,0.603,-5.310,-12.634,-14.587
-1.066,0.319,0.596,-7.629,-5.005,-3.174
-1.027,0.277,0.635,-15.991,-7.568,4.761
-0.986,0.232,0.703,-23.926,-11.292,12.085
-0.950,0.188,0.765,-31.921,-12.329,19.714
-0.883,0.230,0.833,-41.077,-5.432,25.513
-0.836,0.269,0.872,-40.100,4.761,26.062
-0.797,0.275,0.901,-33.997,13.245,31.311
-0.761,0.266,0.937,-25.146,19.043,39.856
-0.708,0.261,0.949,-18.250,22.827,43.640
-0.653,0.252,0.968,-12.085,24.658,46.265
-0.617,0.234,0.982,-7.080,23.743,49.622
-0.573,0.242,0.984,-2.075,20.142,53.528
-0.501,0.266,0.980,0.000,16.235,58.289
-0.436,0.299,1.000,0.305,10.559,59.082
-0.396,0.287,1.022,-2.014,3.906,55.237
-0.373,0.268,1.039,-3.784,-0.305,49.133
-0.366,0.229,1.047,-3.845,0.061,45.410
-0.347,0.216,1.039,-0.488,5.249,44.373
-0.344,0.215,1.019,2.014,10.986,43.884
-0.354,0.187,0.999,3.479,15.076,43.213
-0.369,0.171,0.971,4.700,17.578,44.312
-0.380,0.163,0.939,5.554,18.494,46.692
-0.378,0.170,0.908,5.493,17.944,49.744
-0.354,0.176,0.883,3.784,16.541,52.307
-0.336,0.181,0.875,1.709,14.099,53.162
-0.332,0.178,0.877,0.244,11.047,52.307
-0.336,0.198,0.892,-1.343,8.667,51.758
-0.331,0.182,0.894,-4.822,8.118,49.927
-0.330,0.166,0.908,-5.676,9.644,48.401
-0.343,0.167,0.915,-2.075,10.803,46.997
-0.336,0.160,0.904,-0.061,13.306,45.227
-0.346,0.152,0.904,-0.793,13.245,45.105
-0.355,0.136,0.897,-1.709,11.841,45.471
-0.338,0.133,0.883,-3.418,10.193,47.913
-0.291,0.137,0.884,-6.653,6.653,50.598
-0.280,0.125,0.901,-9.766,1.099,51.453
-0.278,0.107,0.916,-11.414,-3.784,50.842
-0.278,0.094,0.925,-10.925,-5.005,50.110
-0.276,0.092,0.937,-8.667,-2.808,49.744
-0.288,0.093,0.957,-4.700,1.526,48.584
-0.297,0.079,0.954,-0.305,6.714,46.204
-0.316,0.065,0.936,4.089,11.902,43.701
-0.330,0.070,0.902,8.484,16.357,42.664
-0.327,0.089,0.873,10.742,19.531,42.664
-0.325,0.097,0.865,10.254,21.606,42.725
-0.334,0.092,0.866,8.484,22.400,42.236
-0.340,0.077,0.865,6.836,22.827,42.358
-0.348,0.066,0.858,5.493,22.705,43.640
-0.339,0.069,0.852,3.906,22.095,45.898
-0.312,0.082,0.850,1.160,20.569,48.462
-0.308,0.080,0.871,-2.869,15.869,49.072
-0.315,0.070,0.884,-5.615,11.047,47.913
-0.330,0.053,0.891,-7.141,8.789,47.058
-0.345,0.059,0.896,-7.690,8.789,46.875
-0.353,0.072,0.918,-7.812,10.742,46.875
-0.354,0.078,0.931,-7.935,13.855,46.265
-0.374,0.089,0.942,-6.592,15.991,44.434
-0.406,0.093,0.949,-3.479,18.616,42.664
-0.435,0.082,0.943,-0.061,22.888,43.091
-0.440,0.082,0.929,2.380,26.978,45.898
-0.445,0.085,0.913,3.845,28.687,49.866
-0.452,0.087,0.898,4.395,27.710,54.382
-0.452,0.086,0.887,3.296,25.208,59.143
-0.448,0.082,0.856,0.610,22.644,63.293
