aX,aY,aZ,gX,gY,gZ
-0.168,0.364,0.843,-9.827,-68.970,-72.266
-0.193,0.352,0.844,-11.475,-66.650,-75.256
-0.186,0.356,0.841,-13.916,-61.646,-76.843
-0.189,0.347,0.846,-16.724,-54.932,-77.759
-0.211,0.340,0.853,-18.738,-48.279,-78.735
-0.239,0.343,0.858,-19.836,-42.969,-78.857
-0.259,0.347,0.863,-20.569,-38.269,-76.965
-0.282,0.352,0.878,-20.874,-33.813,-72.937
-0.294,0.354,0.890,-19.775,-30.396,-67.139
-0.291,0.363,0.890,-16.846,-28.870,-60.303
-0.269,0.379,0.887,-14.465,-28.809,-53.650
-0.251,0.384,0.887,-13.062,-29.053,-48.706
-0.188,0.407,0.878,-11.475,-29.480,-49.683
-0.233,0.412,0.906,-12.634,-31.799,-34.790
-0.176,0.395,0.929,-13.672,-30.518,-34.729
-0.169,0.405,0.929,-13.123,-30.151,-38.452
-0.167,0.391,0.929,-12.634,-30.029,-41.626
-0.175,0.384,0.920,-11.475,-30.396,-43.213
-0.190,0.384,0.900,-9.888,-29.785,-43.518
-0.212,0.386,0.880,-8.850,-28.809,-44.128
-0.238,0.382,0.872,-8.667,-28.259,-43.030
-0.249,0.379,0.873,-8.728,-28.442,-40.100
-0.255,0.387,0.877,-8.850,-28.809,-35.645
-0.241,0.405,0.880,-8.667,-27.954,-31.189
-0.213,0.413,0.889,-9.094,-26.245,-27.588
-0.200,0.415,0.901,-9.399,-24.597,-25.635
-0.185,0.422,0.911,-8.850,-22.949,-24.719
-0.172,0.422,0.919,-7.751,-22.034,-24.780
-0.164,0.421,0.921,-6.226,-20.996,-25.635
-0.156,0.415,0.920,-4.333,-19.226,-26.001
-0.145,0.410,0.916,-2.197,-17.273,-26.123
-0.139,0.405,0.905,-0.244,-15.198,-26.917
-0.135,0.392,0.889,0.427,-12.939,-28.015
-0.144,0.376,0.881,0.793,-12.268,-29.541
-0.149,0.359,0.869,0.977,-11.963,-30.029
-0.159,0.346,0.854,0.244,-11.719,-29.846
-0.167,0.336,0.849,-0.732,-12.085,-29.419
-0.174,0.332,0.845,-2.563,-11.902,-28.931
-0.166,0.337,0.845,-5.066,-11.658,-27.222
-0.151,0.347,0.852,-7.690,-11.230,-25.269
-0.147,0.357,0.868,-9.521,-10.620,-23.987
-0.140,0.355,0.889,-9.827,-9.949,-23.560
1.591,1.214,0.481,-31.006,125.305,220.825
1.710,1.213,0.542,-26.794,107.239,192.932
1.828,1.230,0.581,-22.888,85.693,163.086
1.955,1.225,0.619,-24.780,67.871,133.301
1.906,1.178,0.702,-25.818,46.692,95.581
2.074,1.187,0.750,-37.598,51.819,72.205
2.029,1.086,0.830,-27.405,61.096,52.490
2.071,1.003,0.877,-18.127,29.297,2.747
1.953,0.991,0.891,-8.972,12.512,-33.020
1.823,0.960,0.943,-10.193,10.315,-50.049
1.651,0.938,0.965,-8.972,6.165,-59.875
1.533,0.872,0.972,-4.517,-2.441,-71.533
1.380,0.843,0.945,3.845,-8.667,-81.116
1.237,0.770,0.916,12.451,-17.273,-92.712
1.103,0.721,0.864,21.973,-29.968,-105.042
0.914,0.640,0.824,28.809,-43.457,-118.042
0.810,0.612,0.738,35.217,-54.565,-142.029
0.637,0.534,0.702,30.029,-64.880,-138.428
0.522,0.503,0.668,23.132,-65.918,-135.559
0.441,0.469,0.651,17.273,-67.383,-144.470
0.349,0.441,0.656,13.550,-68.848,-151.306
0.251,0.432,0.666,12.085,-70.068,-156.067
0.175,0.430,0.668,11.414,-68.542,-158.569
0.117,0.434,0.665,9.766,-64.270,-158.875
0.074,0.427,0.671,7.629,-60.059,-158.142
0.039,0.442,0.680,4.883,-57.678,-156.128
0.014,0.432,0.713,0.488,-57.617,-153.931
0.015,0.410,0.734,-1.953,-57.190,-149.414
0.004,0.428,0.747,-3.174,-59.082,-142.090
0.005,0.382,0.756,-6.287,-64.148,-138.000
0.002,0.370,0.763,-8.545,-72.266,-132.812
-0.032,0.386,0.772,-9.583,-82.031,-128.174
-0.045,0.374,0.767,-9.644,-90.515,-123.230
-0.068,0.389,0.755,-8.972,-97.168,-118.225
-0.071,0.384,0.747,-9.338,-101.013,-116.333
-0.080,0.393,0.756,-10.376,-101.074,-114.868
-0.088,0.385,0.776,-12.146,-96.252,-114.136
-0.069,0.374,0.792,-14.221,-88.623,-113.708
-0.032,0.368,0.818,-16.479,-79.773,-114.807
-0.001,0.377,0.834,-17.700,-72.388,-117.371
0.015,0.386,0.847,-18.311,-66.711,-121.765
0.000,0.396,0.870,-19.165,-63.171,-126.465
-0.033,0.404,0.896,-18.188,-60.730,-128.296
-0.041,0.408,0.913,-15.259,-59.204,-125.854
-0.056,0.406,0.909,-11.780,-60.242,-122.559
-0.062,0.407,0.902,-8.179,-65.002,-119.263
-0.077,0.404,0.886,-5.188,-72.021,-115.479
-0.088,0.395,0.870,-3.296,-79.834,-111.755
-0.085,0.399,0.857,-3.052,-87.341,-108.459
-0.080,0.399,0.849,-4.944,-92.346,-106.384
-0.091,0.389,0.850,-8.789,-94.055,-106.750
-0.101,0.380,0.858,-12.512,-91.431,-107.971
-0.114,0.370,0.880,-15.625,-84.778,-108.765
-0.132,0.366,0.905,-16.968,-76.782,-109.985
-0.151,0.369,0.924,-15.442,-67.688,-110.901
-0.175,0.379,0.935,-12.085,-59.143,-110.107
-0.205,0.386,0.933,-7.507,-53.833,-107.788
-0.239,0.396,0.914,-3.174,-51.941,-104.797
-0.244,0.361,0.893,-0.244,-52.673,-100.708
-0.256,0.377,0.874,3.052,-55.420,-93.018
-0.229,0.378,0.856,2.991,-58.350,-86.609
-0.196,0.361,0.828,2.075,-62.561,-89.294
-0.199,0.377,0.847,-2.136,-64.453,-82.642
-0.210,0.362,0.876,-5.859,-60.791,-73.914
-0.165,0.391,0.882,-8.972,-58.289,-75.378
-0.161,0.381,0.897,-11.841,-51.941,-75.806
-0.182,0.379,0.916,-13.977,-47.058,-78.125
-0.209,0.382,0.922,-14.160,-44.067,-80.750
-0.246,0.371,0.928,-12.512,-40.405,-80.811
-0.276,0.379,0.928,-9.033,-37.598,-76.233
-0.281,0.393,0.913,-4.333,-36.560,-69.641
-0.271,0.413,0.892,-0.427,-38.696,-61.401
-0.275,0.415,0.871,2.014,-41.504,-53.833
-0.280,0.423,0.861,3.174,-42.419,-49.194
-0.279,0.414,0.867,2.930,-41.260,-44.861
-0.269,0.406,0.880,1.160,-38.147,-41.748
-0.247,0.406,0.889,0.671,-32.227,-40.283
-0.241,0.403,0.889,0.061,-25.879,-39.917
-0.228,0.388,0.889,-0.244,-21.790,-39.673
-0.211,0.389,0.880,0.427,-19.897,-39.490
-0.203,0.388,0.866,1.465,-19.226,-39.917
-0.203,0.381,0.863,0.977,-18.433,-40.283
-0.215,0.370,0.862,-0.122,-17.944,-40.588
-0.230,0.371,0.872,-1.465,-16.174,-40.466
-0.243,0.379,0.884,-3.357,-13.672,-38.818
-0.245,0.391,0.896,-5.066,-11.719,-35.706
-0.249,0.391,0.913,-6.104,-11.902,-31.738
-0.246,0.390,0.931,-5.005,-14.343,-26.917
-0.236,0.387,0.937,-2.014,-17.761,-21.851
-0.224,0.380,0.935,0.977,-20.996,-17.212
-0.203,0.369,0.930,3.967,-22.766,-13.916
-0.185,0.356,0.917,6.714,-22.949,-12.817
-0.178,0.333,0.906,8.362,-21.545,-13.611
-0.179,0.313,0.895,9.644,-18.250,-15.076
-0.185,0.294,0.879,10.132,-14.343,-17.212
-0.197,0.283,0.860,9.399,-11.169,-18.982
-0.207,0.284,0.845,7.690,-8.850,-19.653
-0.218,0.286,0.837,5.127,-6.348,-19.836
-0.229,0.289,0.840,1.221,-4.272,-18.738
-0.239,0.292,0.844,-2.747,-3.052,-17.273
-1.633,0.901,0.580,21.545,82.031,188.354
-1.742,0.954,0.480,18.372,74.890,222.900
-1.847,0.958,0.373,11.841,66.162,256.226
-1.913,0.955,0.269,1.770,66.345,289.246
-1.899,0.961,0.193,-8.484,80.994,317.993
-1.818,0.952,0.173,-15.442,109.131,335.449
-1.640,0.892,0.124,-14.343,147.278,347.534
-1.454,0.907,0.077,-8.057,187.866,361.694
-1.298,0.924,0.057,0.244,217.834,376.160
-1.104,1.015,0.024,8.606,236.145,391.907
-0.810,1.076,-0.020,13.977,247.803,409.424
-0.473,1.121,-0.036,14.771,245.911,425.171
-0.089,1.150,-0.046,12.817,230.408,435.364
0.364,1.195,-0.034,6.714,209.534,436.646
0.819,1.235,0.018,-8.728,184.082,424.744
1.155,1.256,0.119,-27.771,154.968,396.240
1.417,1.268,0.258,-45.410,130.981,360.718
1.634,1.299,0.442,-58.167,118.652,329.224
1.800,1.357,0.648,-62.256,115.112,301.514
1.905,1.406,0.840,-58.838,112.793,273.987
1.985,1.439,0.982,-49.194,105.164,244.873
2.068,1.446,1.068,-35.583,92.468,213.745
2.114,1.433,1.097,-25.391,75.562,172.974
2.111,1.424,1.097,-18.982,66.223,131.165
1.947,1.326,1.077,-13.245,51.453,85.999
2.025,1.231,1.097,-24.170,68.665,60.669
1.888,1.131,1.083,-15.686,76.172,31.250
1.801,1.018,1.065,-7.507,45.654,-22.034
1.589,0.961,1.024,-6.409,27.954,-59.570
1.400,0.893,0.989,-12.573,22.583,-76.294
1.204,0.844,0.964,-10.742,7.141,-85.815
1.038,0.793,0.952,-5.676,-14.893,-102.173
0.850,0.769,0.928,-0.183,-24.597,-115.906
0.674,0.746,0.886,3.906,-27.466,-126.892
0.539,0.677,0.854,6.348,-30.457,-134.827
0.445,0.647,0.813,8.728,-37.537,-154.358
0.328,0.629,0.805,5.920,-42.786,-149.597
0.247,0.619,0.796,1.038,-42.603,-143.677
0.211,0.588,0.786,-0.305,-47.668,-152.039
0.187,0.559,0.795,0.793,-53.040,-156.982
0.171,0.523,0.803,2.441,-54.382,-159.729
0.147,0.479,0.810,2.869,-52.673,-161.072
0.165,0.449,0.805,2.747,-51.392,-160.583
0.190,0.423,0.799,1.465,-52.734,-160.095
0.190,0.381,0.799,-1.038,-57.312,-162.842
0.195,0.354,0.801,-2.808,-62.500,-165.222
0.197,0.337,0.796,-4.517,-66.223,-164.185
0.222,0.329,0.792,-5.005,-67.078,-162.842
0.251,0.336,0.789,-6.042,-67.017,-161.560
0.252,0.366,0.787,-7.019,-67.444,-161.926
0.215,0.383,0.818,-8.118,-69.092,-164.917
0.182,0.394,0.854,-7.568,-69.946,-166.260
0.177,0.410,0.860,-4.089,-67.993,-164.307
0.197,0.378,0.851,-0.732,-66.223,-159.851
0.222,0.355,0.833,1.953,-67.261,-154.480
0.216,0.370,0.802,4.333,-73.181,-150.269
0.190,0.375,0.770,3.174,-83.252,-148.254
0.177,0.336,0.769,-2.441,-95.215,-148.010
0.150,0.309,0.776,-5.249,-104.004,-143.005
0.130,0.336,0.768,-4.639,-107.239,-135.559
0.116,0.333,0.778,-7.080,-106.628,-131.653
0.085,0.333,0.815,-10.315,-101.807,-129.761
0.055,0.356,0.855,-10.986,-91.797,-127.930
0.036,0.371,0.893,-8.606,-79.651,-126.465
0.029,0.391,0.910,-3.113,-68.848,-125.671
0.001,0.380,0.899,4.211,-60.974,-125.366
-0.019,0.379,0.867,11.108,-57.800,-122.864
-0.031,0.377,0.830,16.235,-58.411,-119.324
-0.029,0.380,0.793,18.250,-60.547,-114.502
-0.055,0.371,0.762,15.808,-65.491,-110.718
-0.089,0.332,0.746,10.376,-72.388,-108.948
-0.137,0.327,0.746,4.761,-77.209,-105.103
-0.155,0.303,0.745,-0.488,-78.308,-99.243
-0.148,0.320,0.737,-4.211,-76.294,-93.384
-0.156,0.311,0.754,-9.216,-74.463,-89.783
-0.175,0.339,0.781,-13.367,-72.021,-85.938
-0.187,0.349,0.808,-16.479,-68.787,-82.336
-0.198,0.351,0.838,-17.761,-65.186,-80.078
-0.223,0.355,0.859,-16.968,-62.378,-78.491
-0.234,0.366,0.864,-14.404,-58.105,-76.965
-0.250,0.386,0.862,-11.353,-54.504,-74.524
-0.268,0.392,0.852,-8.545,-52.307,-72.510
-0.278,0.386,0.846,-6.348,-51.147,-69.946
-0.296,0.376,0.837,-4.944,-50.598,-66.833
-0.312,0.369,0.831,-4.761,-49.500,-62.866
-0.268,0.369,0.814,-5.249,-48.279,-63.232
-0.303,0.355,0.826,-7.690,-45.227,-51.392
-0.292,0.340,0.841,-10.437,-42.236,-50.537
-0.299,0.333,0.859,-12.085,-39.673,-49.194
-0.269,0.326,0.878,-12.512,-34.302,-45.776
-0.245,0.333,0.883,-11.597,-30.029,-46.082
-0.228,0.345,0.886,-9.033,-27.588,-46.509
-0.205,0.351,0.884,-6.714,-26.978,-46.753
-0.199,0.358,0.881,-5.066,-26.978,-47.058
-0.215,0.350,0.882,-4.150,-27.222,-47.729
-0.225,0.345,0.877,-3.113,-27.405,-48.096
-0.222,0.341,0.873,-3.113,-26.123,-47.058
-0.223,0.341,0.875,-4.333,-24.048,-45.593
-0.225,0.341,0.880,-6.287,-22.949,-43.701
-0.214,0.344,0.892,-8.179,-22.644,-40.710
-1.510,0.954,0.533,15.503,109.680,189.209
-1.517,0.982,0.367,12.756,110.352,215.149
-1.521,1.001,0.223,1.343,107.300,232.056
-1.561,0.980,0.198,-12.878,108.948,242.065
-1.630,0.933,0.255,-25.635,122.375,253.113
-1.622,0.903,0.259,-29.663,147.034,269.348
-1.504,0.956,0.205,-23.376,176.208,288.879
-1.309,0.988,0.217,-17.883,196.655,311.523
-1.063,0.976,0.193,-12.085,202.087,331.543
-0.844,1.031,0.182,-7.996,198.975,345.459
-0.565,1.032,0.181,-6.958,192.566,351.318
-0.270,1.083,0.188,-6.897,193.176,350.281
-0.046,1.109,0.214,-9.216,196.716,340.637
0.231,1.115,0.259,-13.794,200.623,327.454
0.549,1.136,0.296,-18.677,200.195,314.087
0.799,1.142,0.354,-25.452,189.148,299.194
1.022,1.133,0.446,-31.311,170.044,286.377
1.324,1.111,0.507,-33.447,151.245,278.625
1.621,1.091,0.558,-33.569,131.042,269.165
1.837,1.076,0.648,-33.325,112.671,253.357
1.988,1.062,0.772,-32.104,100.891,229.187
2.073,1.053,0.896,-28.198,96.558,198.120
2.110,1.047,0.990,-22.522,96.619,163.208
2.097,1.030,1.043,-14.954,96.680,128.479
2.075,0.979,1.064,-6.165,92.651,93.079
1.971,1.010,1.020,-5.859,85.815,64.575
1.856,0.956,1.026,-6.714,104.553,51.819
1.800,0.936,1.018,6.409,87.708,25.024
1.653,0.872,0.983,19.104,66.162,-0.488
1.505,0.805,0.900,21.912,53.467,-17.883
1.367,0.759,0.826,21.973,46.082,-24.841
1.219,0.705,0.788,22.583,30.579,-33.264
1.081,0.659,0.762,20.813,14.648,-46.753
0.934,0.595,0.735,17.090,5.676,-59.326
0.800,0.545,0.703,14.954,-3.235,-71.899
0.667,0.508,0.692,14.465,-12.146,-84.534
0.540,0.491,0.680,14.221,-21.729,-104.126
0.398,0.469,0.697,10.986,-23.987,-105.774
0.339,0.469,0.708,7.202,-19.287,-104.980
0.332,0.461,0.718,5.554,-18.677,-112.549
0.309,0.471,0.744,4.700,-24.536,-122.131
0.316,0.478,0.780,3.052,-33.752,-128.723
0.309,0.479,0.813,0.183,-43.213,-130.066
0.304,0.461,0.837,-2.991,-52.307,-129.211
0.303,0.454,0.848,-4.578,-63.293,-126.770
0.318,0.441,0.854,-5.249,-72.632,-123.169
0.336,0.430,0.858,-5.493,-80.383,-121.277
0.331,0.429,0.852,-4.883,-87.646,-121.094
0.311,0.423,0.841,-4.089,-92.834,-122.498
0.288,0.408,0.832,-3.845,-95.520,-124.451
0.272,0.390,0.819,-3.906,-95.642,-125.793
0.248,0.376,0.814,-4.761,-93.872,-126.099
0.214,0.363,0.813,-6.409,-91.248,-126.404
0.193,0.330,0.820,-8.362,-88.013,-126.526
0.179,0.333,0.838,-8.423,-83.252,-124.878
0.171,0.347,0.859,-7.996,-77.393,-122.681
0.162,0.354,0.886,-7.263,-71.655,-121.826
0.181,0.364,0.906,-4.211,-66.956,-120.789
0.200,0.378,0.908,0.244,-64.026,-120.789
0.197,0.387,0.894,4.456,-62.866,-122.009
0.183,0.359,0.884,6.592,-64.270,-125.427
0.133,0.333,0.880,7.874,-67.200,-126.221
0.108,0.322,0.847,10.010,-70.740,-122.437
0.088,0.307,0.815,10.620,-75.806,-118.286
0.067,0.289,0.798,9.094,-80.505,-112.610
0.043,0.288,0.789,7.263,-83.862,-105.957
0.013,0.303,0.774,5.676,-85.571,-99.243
0.005,0.333,0.771,2.380,-87.402,-92.224
-0.018,0.339,0.791,-0.977,-87.952,-87.952
-0.033,0.355,0.810,-3.174,-86.365,-84.778
-0.029,0.376,0.835,-3.723,-83.923,-83.008
-0.030,0.383,0.866,-2.991,-80.261,-82.764
-0.049,0.368,0.889,-0.732,-73.975,-84.656
-0.081,0.370,0.898,2.563,-67.444,-86.975
-0.076,0.320,0.896,4.944,-61.096,-89.294
-0.095,0.316,0.873,7.751,-53.833,-88.623
-0.110,0.327,0.837,8.850,-48.828,-88.928
-0.101,0.289,0.817,6.470,-48.096,-91.187
-0.103,0.278,0.801,5.859,-47.913,-87.463
-0.102,0.309,0.776,4.761,-47.302,-82.886
-0.094,0.304,0.777,0.183,-48.523,-79.651
-0.114,0.284,0.794,-5.188,-50.415,-78.064
-0.144,0.276,0.817,-9.094,-52.063,-76.416
-0.167,0.275,0.839,-12.024,-52.734,-73.792
-0.177,0.288,0.853,-12.817,-52.307,-70.923
-0.179,0.296,0.860,-12.634,-51.208,-68.665
-0.179,0.300,0.869,-12.329,-49.438,-66.772
-0.183,0.308,0.876,-11.169,-46.021,-65.491
-0.183,0.312,0.881,-9.949,-40.894,-64.209
-0.182,0.323,0.871,-8.789,-35.156,-62.500
-0.177,0.331,0.859,-8.667,-30.334,-60.547
-0.167,0.335,0.856,-9.583,-27.893,-58.289
-0.169,0.334,0.868,-10.925,-26.855,-57.190
-0.183,0.334,0.876,-11.902,-26.855,-56.396
-0.213,0.333,0.883,-11.719,-27.405,-56.519
-0.191,0.347,0.895,-9.766,-28.320,-54.260
-0.207,0.350,0.909,-9.338,-32.471,-44.678
-0.192,0.346,0.915,-9.338,-32.593,-45.593
-0.201,0.354,0.923,-8.850,-32.043,-46.021
-0.213,0.364,0.939,-7.874,-30.396,-45.776
1.982,0.929,0.624,-33.447,117.065,234.131
2.210,0.911,0.715,-32.471,94.299,216.309
2.323,0.894,0.807,-32.532,76.477,189.087
2.367,0.864,0.922,-31.189,67.505,154.419
2.415,0.757,1.042,-27.161,63.416,113.098
2.368,0.809,1.049,-30.090,65.979,80.505
2.291,0.712,1.126,-18.433,93.567,58.655
2.219,0.707,1.115,-2.869,61.401,17.395
2.042,0.641,1.122,9.827,33.569,-17.334
1.841,0.629,1.075,13.855,17.273,-38.818
1.604,0.599,1.054,17.456,8.240,-45.471
1.384,0.584,0.995,24.536,-3.784,-51.270
1.199,0.557,0.872,30.640,-8.667,-61.462
0.990,0.527,0.760,32.715,-7.996,-73.730
0.795,0.499,0.672,31.555,-8.240,-88.074
0.598,0.499,0.618,28.625,-7.935,-101.013
0.445,0.494,0.596,23.621,-8.606,-109.436
0.310,0.481,0.571,18.433,-14.648,-122.253
0.168,0.483,0.570,10.864,-20.081,-115.051
0.112,0.462,0.590,2.319,-22.522,-102.478
0.053,0.448,0.629,-2.258,-30.334,-100.952
-0.029,0.439,0.704,-4.578,-38.452,-97.900
-0.100,0.415,0.782,-2.930,-44.250,-91.858
-0.115,0.400,0.820,1.831,-46.021,-81.848
-0.122,0.369,0.820,6.592,-46.387,-71.838
-0.104,0.333,0.812,9.094,-49.683,-63.843
-0.096,0.326,0.807,10.803,-53.223,-58.533
-0.092,0.321,0.810,10.193,-52.917,-56.824
-0.070,0.330,0.818,8.057,-48.828,-58.350
-0.044,0.349,0.825,5.859,-40.466,-62.561
-0.022,0.369,0.840,3.296,-31.067,-69.763
0.022,0.396,0.848,1.282,-23.254,-76.660
0.069,0.409,0.843,-0.977,-18.799,-82.214
0.122,0.426,0.834,-3.845,-19.348,-86.548
0.180,0.424,0.834,-7.812,-25.452,-89.111
0.210,0.411,0.846,-12.878,-35.767,-90.515
0.228,0.403,0.859,-17.456,-47.607,-90.332
0.240,0.393,0.890,-20.752,-58.533,-87.952
0.256,0.397,0.920,-21.362,-66.650,-85.205
0.279,0.398,0.941,-20.325,-69.885,-81.787
0.306,0.390,0.964,-18.616,-69.214,-78.430
0.351,0.395,0.968,-15.198,-67.383,-77.698
0.382,0.395,0.961,-10.864,-65.491,-80.261
0.382,0.387,0.949,-7.141,-64.209,-85.510
0.361,0.364,0.933,-4.517,-63.660,-91.187
0.346,0.347,0.920,-3.540,-65.125,-95.703
0.341,0.360,0.893,-3.174,-67.322,-99.365
0.322,0.349,0.880,-4.822,-69.031,-103.149
0.295,0.350,0.872,-6.714,-70.984,-107.361
0.248,0.343,0.878,-7.263,-72.754,-110.168
0.202,0.332,0.895,-7.141,-72.632,-111.633
0.167,0.335,0.913,-5.493,-70.740,-111.450
0.144,0.336,0.925,-2.869,-68.359,-110.779
0.122,0.333,0.924,0.977,-66.284,-110.107
0.104,0.333,0.917,4.578,-65.613,-108.337
0.081,0.324,0.906,7.812,-66.956,-106.445
0.051,0.325,0.890,11.047,-68.970,-104.248
0.024,0.322,0.876,13.367,-69.458,-101.501
0.002,0.324,0.860,14.771,-68.726,-99.060
-0.005,0.330,0.837,14.893,-66.528,-96.619
-0.024,0.332,0.814,13.611,-63.538,-95.337
-0.055,0.333,0.796,10.986,-60.791,-95.032
-0.087,0.333,0.776,7.874,-59.265,-95.032
-0.128,0.318,0.762,4.456,-59.021,-94.543
-0.178,0.298,0.757,0.977,-59.204,-92.041
-0.209,0.292,0.760,-2.014,-59.814,-87.280
-0.223,0.298,0.774,-4.822,-61.646,-80.933
-0.231,0.302,0.789,-6.531,-63.416,-73.059
-0.218,0.314,0.795,-7.263,-64.819,-65.918
-0.200,0.324,0.801,-7.935,-64.270,-60.669
-0.183,0.329,0.811,-8.850,-60.608,-57.312
-0.171,0.322,0.817,-10.193,-54.260,-56.152
-0.167,0.312,0.830,-11.963,-47.058,-56.824
-0.167,0.310,0.844,-13.184,-39.246,-58.350
-0.153,0.321,0.849,-13.916,-31.799,-59.509
-0.161,0.331,0.854,-14.709,-26.428,-61.218
-0.195,0.339,0.859,-15.076,-24.902,-62.073
-0.229,0.353,0.858,-14.465,-25.696,-60.913
-0.237,0.362,0.849,-13.550,-26.489,-57.312
-0.260,0.367,0.852,-12.756,-27.527,-53.223
-0.256,0.397,0.863,-10.986,-30.640,-47.668
-0.269,0.396,0.882,-11.047,-36.011,-35.767
-0.262,0.394,0.894,-11.414,-36.133,-33.447
-0.244,0.394,0.908,-11.353,-33.447,-31.677
-0.221,0.391,0.919,-10.803,-30.029,-31.128
-0.207,0.385,0.927,-9.583,-26.672,-31.006
-0.190,0.378,0.940,-8.850,-24.658,-31.677
-0.172,0.377,0.956,-7.751,-22.583,-32.349
-0.169,0.374,0.969,-5.981,-20.203,-33.630
-0.165,0.372,0.969,-3.906,-18.188,-34.485
-0.173,0.370,0.960,-1.953,-17.212,-34.851
-0.194,0.361,0.947,-0.122,-17.395,-35.156
-0.221,0.351,0.930,1.099,-18.066,-33.875
-0.239,0.348,0.908,1.892,-19.470,-30.457
-0.244,0.346,0.886,1.831,-21.118,-26.184
-0.243,0.338,0.880,0.244,-22.461,-21.667
-0.241,0.329,0.890,-1.648,-22.644,-18.005
-0.230,0.331,0.901,-2.991,-20.935,-15.686
-0.212,0.340,0.908,-3.174,-17.395,-15.076
-0.187,0.346,0.911,-2.197,-12.939,-15.503
-1.651,0.964,0.440,14.954,121.033,198.120
-1.561,0.977,0.406,13.855,135.193,220.764
-1.450,0.991,0.396,10.925,147.949,239.624
-1.314,0.973,0.416,6.104,157.227,254.822
-1.128,0.970,0.419,6.775,165.283,271.545
-0.941,0.983,0.405,10.498,169.128,288.818
-0.729,0.996,0.417,13.245,163.208,305.481
-0.487,0.999,0.419,15.015,153.198,320.984
-0.271,1.034,0.450,15.808,142.212,335.266
0.039,1.045,0.452,16.968,134.155,345.398
0.331,1.047,0.424,15.930,132.812,346.069
0.555,0.992,0.370,8.484,137.451,333.435
0.777,0.928,0.341,0.122,146.423,317.261
1.017,0.932,0.325,-5.615,155.457,303.772
1.264,0.880,0.360,-12.573,158.264,287.781
1.450,0.889,0.420,-17.639,152.222,271.057
1.665,0.892,0.513,-21.240,139.832,253.479
1.852,0.896,0.628,-24.231,122.681,233.093
1.966,0.891,0.745,-26.672,101.624,204.590
2.026,0.871,0.832,-26.794,82.153,173.340
2.050,0.865,0.892,-23.132,67.566,142.517
1.997,0.821,0.926,-16.174,52.856,106.995
1.990,0.831,0.924,-18.311,56.885,84.106
1.874,0.786,0.947,-9.644,76.172,65.247
1.815,0.736,0.939,1.160,56.458,29.785
1.670,0.680,0.934,4.700,41.626,4.822
1.526,0.666,0.913,2.136,33.386,-11.475
1.380,0.645,0.910,1.343,25.513,-19.714
1.234,0.635,0.894,3.479,13.306,-31.860
1.077,0.599,0.878,3.174,7.080,-43.274
0.925,0.582,0.838,3.052,2.258,-52.673
0.767,0.571,0.795,4.395,-5.798,-61.584
0.621,0.551,0.759,5.005,-15.442,-70.313
0.464,0.522,0.743,5.066,-24.170,-80.078
0.353,0.520,0.722,4.150,-29.541,-88.440
0.256,0.510,0.735,1.343,-26.428,-79.590
0.242,0.511,0.733,-0.671,-22.705,-79.468
0.231,0.497,0.744,-1.892,-23.682,-87.646
0.226,0.483,0.770,-2.014,-28.320,-96.191
0.234,0.468,0.800,-1.038,-33.875,-101.563
0.258,0.443,0.833,-1.770,-40.283,-105.957
0.267,0.426,0.862,-0.122,-46.814,-108.643
0.316,0.405,0.874,0.244,-56.885,-116.638
0.330,0.389,0.874,0.366,-63.232,-121.216
0.352,0.379,0.872,0.305,-67.932,-123.291
0.372,0.372,0.858,-1.221,-71.472,-125.549
0.364,0.373,0.853,-2.747,-73.059,-126.770
0.363,0.352,0.857,-4.578,-73.608,-126.770
0.374,0.328,0.864,-6.042,-72.510,-125.061
0.371,0.333,0.862,-6.409,-71.594,-123.352
0.375,0.323,0.856,-6.226,-71.960,-122.192
0.396,0.330,0.858,-6.409,-73.120,-120.911
0.402,0.337,0.861,-6.042,-74.341,-120.239
0.411,0.326,0.865,-4.700,-74.890,-119.385
0.403,0.311,0.869,-3.540,-77.820,-119.080
0.386,0.303,0.857,-1.770,-82.520,-119.812
0.366,0.283,0.847,-1.343,-88.745,-122.375
0.314,0.258,0.840,-0.549,-93.506,-123.230
0.259,0.274,0.820,1.831,-92.834,-120.483
0.242,0.266,0.802,2.441,-87.952,-120.178
0.219,0.301,0.789,3.174,-80.750,-118.774
0.194,0.318,0.778,2.869,-74.280,-118.835
0.162,0.339,0.776,1.709,-70.129,-119.690
0.123,0.346,0.786,0.427,-67.078,-119.568
0.103,0.349,0.789,-0.427,-64.392,-117.676
0.091,0.344,0.793,-1.221,-63.232,-114.502
0.073,0.338,0.801,-2.747,-64.209,-110.901
0.056,0.331,0.809,-4.028,-66.956,-107.666
0.045,0.337,0.807,-4.700,-70.129,-105.530
0.027,0.335,0.805,-5.432,-73.120,-105.408
-0.009,0.332,0.809,-6.348,-75.623,-106.995
-0.038,0.331,0.812,-6.348,-75.073,-108.276
-0.057,0.330,0.823,-6.531,-70.984,-108.887
-0.089,0.333,0.832,-6.653,-64.819,-107.971
-0.109,0.339,0.830,-5.981,-58.594,-105.530
-0.116,0.334,0.813,-5.310,-52.673,-101.990
-0.121,0.329,0.790,-5.981,-49.927,-98.572
-0.135,0.327,0.765,-8.240,-51.147,-95.581
-0.162,0.324,0.750,-11.963,-54.016,-92.163
-0.191,0.324,0.745,-16.174,-57.617,-88.074
