aX,aY,aZ,gX,gY,gZ
0.575,0.612,0.553,10.925,-98.389,-171.265
0.497,0.602,0.570,5.127,-98.206,-172.119
0.432,0.598,0.582,2.258,-103.271,-180.481
0.355,0.586,0.613,2.075,-108.337,-188.293
0.271,0.618,0.612,3.784,-111.328,-192.078
0.194,0.626,0.622,3.113,-110.596,-191.772
0.116,0.597,0.637,-0.549,-107.910,-189.514
0.059,0.585,0.652,-2.258,-104.919,-181.580
0.009,0.579,0.658,-3.784,-104.004,-177.002
-0.029,0.570,0.660,-6.165,-106.506,-173.462
-0.054,0.573,0.670,-9.644,-110.779,-170.471
-0.091,0.557,0.692,-13.611,-114.807,-166.809
-0.116,0.543,0.728,-17.273,-117.798,-163.025
-0.146,0.546,0.748,-18.921,-118.835,-159.546
-0.173,0.541,0.776,-18.799,-116.211,-156.128
-0.216,0.533,0.800,-16.785,-110.718,-152.771
-0.251,0.517,0.816,-12.939,-102.844,-147.827
-0.282,0.511,0.817,-7.446,-95.215,-143.066
-0.315,0.501,0.791,-1.526,-87.341,-137.024
-0.338,0.502,0.761,2.319,-81.909,-130.188
-0.372,0.503,0.734,3.479,-80.383,-122.742
-0.402,0.490,0.717,1.892,-82.825,-113.708
-0.409,0.482,0.715,-1.221,-86.853,-103.394
-0.411,0.473,0.730,-5.249,-88.623,-93.750
-0.408,0.454,0.753,-9.521,-87.097,-85.388
-0.397,0.439,0.774,-12.756,-82.458,-79.712
-0.379,0.432,0.806,-14.465,-73.303,-76.538
-0.367,0.424,0.841,-15.259,-60.791,-74.341
-0.357,0.412,0.875,-14.893,-46.509,-73.975
-0.390,0.395,0.907,-11.475,-33.813,-75.806
-0.339,0.414,0.888,-2.625,-25.452,-82.214
-0.395,0.413,0.889,2.625,-19.653,-64.697
-0.366,0.392,0.868,4.578,-16.968,-64.819
-0.388,0.406,0.841,5.554,-20.325,-63.904
-0.401,0.385,0.832,4.333,-22.766,-54.504
-0.395,0.373,0.821,1.282,-26.428,-47.546
-0.377,0.385,0.813,-2.563,-29.358,-41.565
-0.358,0.388,0.837,-8.118,-31.555,-35.522
-0.341,0.393,0.867,-12.146,-31.433,-30.212
-0.331,0.388,0.901,-13.916,-29.297,-25.635
-0.312,0.388,0.930,-13.489,-26.367,-20.935
-0.252,0.389,0.950,-11.292,-22.705,-17.639
-0.233,0.380,0.963,-7.874,-20.752,-17.029
-0.234,0.361,0.966,-3.662,-19.836,-18.494
-0.226,0.343,0.961,0.793,-18.372,-19.470
-0.213,0.341,0.958,4.944,-16.541,-20.203
-0.203,0.340,0.952,8.362,-12.817,-21.362
-0.194,0.332,0.946,11.292,-9.399,-22.705
-0.193,0.328,0.936,12.512,-7.385,-23.010
-0.188,0.317,0.921,13.245,-5.005,-22.888
-0.189,0.313,0.902,13.245,-2.014,-22.339
-0.188,0.311,0.883,12.268,-0.244,-21.057
-0.190,0.305,0.871,9.827,0.122,-19.165
-0.194,0.301,0.859,6.653,-0.488,-16.724
-0.183,0.304,0.857,3.357,-1.831,-14.038
-0.155,0.313,0.866,-0.122,-3.357,-11.475
-0.139,0.316,0.883,-3.662,-5.249,-10.437
-0.138,0.321,0.901,-6.042,-7.080,-10.498
-0.140,0.321,0.922,-7.080,-8.301,-10.498
-0.145,0.320,0.940,-5.920,-7.690,-10.559
-0.145,0.323,0.951,-2.808,-5.249,-10.132
-1.547,0.970,0.853,15.320,29.724,97.961
-1.795,1.034,0.697,14.038,55.115,112.488
-2.025,1.077,0.592,5.981,91.675,128.540
-2.133,1.048,0.515,-4.150,131.531,147.644
-2.120,0.997,0.442,-9.949,173.828,170.410
-2.030,0.943,0.378,-10.620,210.815,198.914
-1.828,0.907,0.323,-6.714,237.000,228.333
-1.598,0.903,0.267,1.221,250.305,255.554
-1.317,0.909,0.221,9.216,249.146,279.602
-1.023,0.918,0.168,16.174,235.168,298.523
-0.725,0.962,0.105,22.705,217.224,311.707
-0.453,1.010,0.015,24.902,204.529,318.237
-0.180,1.070,-0.052,21.851,201.477,322.693
0.131,1.125,-0.079,16.602,205.627,325.378
0.457,1.201,-0.065,11.841,211.182,328.430
0.799,1.238,-0.023,8.972,211.243,331.848
1.145,1.266,0.011,10.254,203.308,331.970
1.485,1.250,0.053,12.451,187.073,321.533
1.770,1.207,0.117,12.512,165.039,300.232
1.979,1.136,0.230,10.437,139.832,274.414
2.151,1.088,0.355,9.399,118.469,249.817
2.275,1.047,0.486,8.911,100.952,223.083
2.360,1.014,0.592,9.888,85.449,191.040
2.347,0.971,0.687,13.245,69.031,154.114
2.390,1.030,0.685,9.583,65.063,122.498
2.260,0.995,0.731,17.822,70.557,97.290
2.196,0.960,0.776,25.696,43.579,58.411
2.083,0.897,0.821,31.494,20.081,20.935
1.938,0.880,0.838,34.729,4.456,-5.920
1.798,0.869,0.823,35.889,-3.723,-23.499
1.659,0.815,0.803,35.461,-10.437,-39.490
1.502,0.805,0.757,35.950,-17.090,-52.307
1.365,0.769,0.718,33.875,-17.944,-65.796
1.223,0.730,0.690,31.067,-17.639,-79.529
1.100,0.700,0.665,30.701,-21.179,-92.834
1.001,0.654,0.642,29.846,-28.259,-105.896
0.903,0.606,0.617,28.442,-39.795,-127.563
0.775,0.604,0.617,24.536,-52.673,-133.789
0.685,0.585,0.629,17.212,-58.655,-135.620
0.595,0.555,0.648,12.207,-64.331,-142.151
0.521,0.542,0.647,11.902,-72.388,-151.245
0.466,0.533,0.655,11.963,-78.918,-158.630
0.424,0.526,0.659,10.132,-82.397,-162.476
0.399,0.524,0.688,6.226,-83.435,-163.574
0.357,0.526,0.727,2.686,-84.839,-165.527
0.285,0.513,0.758,1.160,-86.670,-169.128
0.227,0.497,0.767,2.014,-88.623,-170.837
0.186,0.484,0.765,2.563,-90.820,-168.152
0.163,0.461,0.759,2.380,-92.896,-162.415
0.139,0.449,0.753,1.343,-97.839,-157.410
0.114,0.441,0.751,0.244,-105.042,-153.015
0.098,0.439,0.747,-0.610,-112.366,-147.949
0.078,0.419,0.750,-0.977,-118.347,-144.714
0.046,0.407,0.741,-0.366,-121.643,-144.470
0.010,0.388,0.735,0.488,-122.437,-144.897
-0.010,0.366,0.735,0.000,-120.422,-143.799
-0.014,0.355,0.733,-1.648,-114.929,-142.334
-0.050,0.358,0.722,-3.906,-106.995,-142.090
-0.087,0.357,0.732,-6.104,-98.511,-142.883
-0.109,0.344,0.732,-7.690,-89.539,-143.372
-0.132,0.345,0.737,-9.460,-80.627,-143.188
-0.139,0.355,0.750,-10.925,-73.303,-142.090
-0.156,0.358,0.764,-12.451,-69.458,-139.465
-0.185,0.351,0.781,-13.123,-69.214,-136.047
-0.221,0.352,0.789,-12.146,-71.228,-131.287
-0.250,0.354,0.795,-9.583,-73.669,-123.596
-0.250,0.345,0.790,-9.827,-74.585,-114.197
-0.253,0.340,0.779,-10.254,-74.158,-104.919
-0.236,0.340,0.774,-12.085,-72.083,-97.107
-0.225,0.347,0.767,-15.015,-69.824,-92.468
-0.233,0.356,0.770,-19.043,-66.956,-91.003
-0.239,0.363,0.769,-22.156,-63.965,-90.820
-0.271,0.389,0.790,-24.170,-61.340,-90.332
-0.305,0.361,0.799,-26.428,-57.983,-89.539
-0.349,0.373,0.809,-27.222,-55.481,-85.449
-0.335,0.365,0.810,-23.132,-52.063,-88.440
-0.372,0.408,0.821,-22.522,-52.551,-67.566
-0.330,0.394,0.839,-22.339,-48.950,-58.350
-0.322,0.412,0.846,-21.606,-46.753,-57.434
-0.337,0.419,0.851,-21.179,-44.006,-51.758
-0.333,0.414,0.865,-20.935,-39.368,-47.974
-0.328,0.431,0.879,-19.958,-35.156,-45.715
-0.326,0.428,0.895,-18.860,-31.128,-43.457
-0.323,0.423,0.908,-17.273,-28.015,-40.466
-0.314,0.409,0.911,-14.832,-25.330,-37.109
-0.301,0.410,0.899,-13.000,-24.048,-33.142
-0.275,0.409,0.890,-12.329,-23.376,-29.968
-0.265,0.397,0.896,-12.573,-24.231,-28.137
-0.268,0.390,0.903,-12.207,-25.146,-26.917
-0.281,0.379,0.908,-11.108,-24.536,-25.269
-0.272,0.372,0.911,-9.705,-22.827,-22.400
-0.253,0.375,0.900,-8.240,-20.020,-19.470
-0.246,0.372,0.894,-7.568,-17.151,-18.066
-0.249,0.359,0.893,-7.996,-15.686,-16.724
-0.249,0.350,0.893,-8.545,-13.306,-15.503
-0.222,0.365,0.894,-8.545,-10.559,-13.733
-0.201,0.376,0.911,-9.705,-9.705,-12.817
-0.219,0.373,0.934,-9.583,-10.071,-13.306
-0.225,0.377,0.943,-7.202,-9.583,-13.000
-0.219,0.380,0.942,-4.395,-8.240,-11.719
-1.784,0.839,0.898,-3.723,-9.766,95.764
-2.126,1.003,0.771,4.395,27.771,117.432
-2.314,1.095,0.604,7.568,80.139,139.709
-2.380,1.188,0.497,2.563,123.474,166.931
-2.356,1.166,0.414,-5.615,149.048,196.899
-2.191,1.093,0.322,-9.949,160.400,229.675
-1.939,1.020,0.273,-8.911,169.250,262.634
-1.635,0.976,0.181,-4.700,184.570,287.781
-1.307,0.928,0.101,-1.099,205.627,302.490
-0.985,0.953,0.047,1.282,229.980,307.068
-0.716,0.982,0.031,0.305,256.226,302.917
-0.388,1.037,0.041,-0.610,282.349,296.753
-0.032,1.087,0.043,1.343,305.054,288.147
0.255,1.111,0.050,3.601,315.674,274.719
0.497,1.129,0.048,7.263,312.317,261.841
0.727,1.118,0.028,11.414,298.401,254.150
0.968,1.094,0.011,12.695,277.283,253.479
1.217,1.069,0.015,12.207,251.465,256.958
1.444,1.061,0.046,10.986,222.168,257.874
1.676,1.018,0.112,8.667,192.261,250.549
1.873,1.018,0.195,6.897,166.626,239.807
2.047,0.997,0.296,4.578,146.545,219.727
2.177,0.961,0.413,2.197,128.784,191.406
2.254,0.942,0.501,2.808,113.220,158.630
2.244,0.956,0.537,3.174,93.750,121.765
2.265,0.906,0.563,8.606,101.990,103.943
2.236,0.895,0.594,15.991,77.393,71.472
2.196,0.832,0.631,22.034,43.640,36.804
2.095,0.822,0.645,24.414,19.958,9.460
1.989,0.758,0.638,23.010,2.197,-13.977
1.817,0.772,0.624,22.827,-9.705,-26.855
1.690,0.735,0.621,21.912,-19.836,-36.987
1.572,0.661,0.604,19.592,-24.292,-47.241
1.421,0.698,0.560,18.616,-23.682,-53.589
1.324,0.648,0.530,16.357,-28.687,-67.505
1.183,0.620,0.512,13.916,-38.818,-81.665
1.077,0.578,0.509,13.062,-49.805,-94.360
0.967,0.577,0.486,13.123,-61.951,-116.699
0.877,0.584,0.486,10.254,-71.838,-121.704
0.827,0.552,0.517,0.671,-74.463,-125.732
0.755,0.541,0.537,-4.761,-77.942,-137.390
0.675,0.527,0.542,-6.104,-84.351,-154.358
0.600,0.531,0.557,-7.385,-90.881,-166.748
0.555,0.523,0.597,-9.827,-93.018,-170.776
0.478,0.553,0.630,-12.512,-92.773,-169.861
0.443,0.526,0.651,-13.428,-93.079,-171.021
0.384,0.512,0.661,-13.367,-95.459,-172.058
0.349,0.515,0.652,-12.146,-97.290,-169.128
0.325,0.478,0.641,-12.268,-99.609,-166.138
0.266,0.531,0.647,-13.184,-103.760,-160.400
0.253,0.481,0.662,-16.113,-109.253,-160.339
0.212,0.483,0.677,-17.395,-115.112,-158.691
0.173,0.495,0.666,-17.334,-120.728,-156.067
0.119,0.474,0.679,-18.188,-125.000,-154.602
0.088,0.452,0.699,-19.775,-126.648,-153.931
0.064,0.480,0.710,-18.311,-125.916,-149.414
0.039,0.483,0.722,-16.907,-121.948,-145.325
0.026,0.477,0.746,-16.113,-116.943,-140.686
0.011,0.463,0.761,-14.404,-113.770,-138.428
-0.033,0.448,0.762,-12.878,-112.488,-138.123
-0.089,0.432,0.764,-11.597,-112.488,-136.658
-0.133,0.432,0.757,-9.460,-113.403,-132.812
-0.153,0.426,0.745,-7.812,-114.258,-126.770
-0.166,0.419,0.728,-6.409,-116.272,-121.277
-0.213,0.412,0.706,-6.287,-118.591,-117.126
-0.259,0.408,0.693,-7.935,-118.408,-111.938
-0.294,0.408,0.688,-11.414,-115.845,-106.934
-0.324,0.404,0.688,-15.320,-110.046,-102.356
-0.349,0.406,0.695,-19.836,-100.952,-97.656
-0.361,0.417,0.711,-25.024,-90.332,-93.384
-0.348,0.442,0.742,-30.090,-80.444,-89.844
-0.358,0.457,0.798,-33.936,-72.876,-87.891
-0.386,0.485,0.850,-33.386,-66.345,-85.510
-0.419,0.466,0.876,-26.245,-59.631,-89.172
-0.426,0.516,0.870,-18.555,-58.838,-79.773
-0.422,0.480,0.877,-13.428,-52.307,-60.669
-0.421,0.515,0.871,-7.446,-47.729,-56.519
-0.409,0.471,0.857,-6.653,-48.523,-52.673
-0.420,0.454,0.840,-5.615,-48.706,-43.701
-0.409,0.436,0.816,-5.554,-48.035,-39.429
-0.381,0.438,0.793,-7.568,-45.471,-35.889
-0.349,0.432,0.804,-13.123,-41.870,-33.203
-0.342,0.426,0.832,-18.372,-36.865,-33.508
-0.341,0.430,0.862,-21.667,-30.640,-34.729
-0.337,0.435,0.891,-23.193,-24.048,-34.912
-0.316,0.443,0.920,-23.132,-17.151,-33.997
-0.319,0.446,0.956,-21.912,-12.512,-31.494
-0.313,0.443,0.979,-17.700,-10.254,-28.015
-0.300,0.433,0.988,-12.146,-10.498,-23.743
-0.274,0.424,0.981,-6.104,-11.780,-19.165
-0.252,0.421,0.972,-1.282,-13.367,-14.771
-0.225,0.424,0.960,1.526,-14.160,-12.024
-0.210,0.415,0.941,3.235,-13.794,-10.620
-0.209,0.387,0.930,3.357,-12.878,-10.193
-0.207,0.378,0.912,3.662,-11.658,-9.644
-0.202,0.367,0.893,3.174,-10.498,-8.789
-0.200,0.358,0.880,2.380,-10.254,-7.385
-0.198,0.347,0.870,1.526,-11.169,-5.493
-0.208,0.336,0.862,0.610,-12.756,-4.089
-0.196,0.344,0.856,-0.671,-13.794,-2.808
-1.526,0.802,0.984,22.522,16.113,92.041
-1.761,0.915,0.949,31.494,41.321,101.807
-1.977,0.979,0.853,38.025,80.200,103.149
-2.135,1.053,0.749,39.795,121.704,106.018
-2.183,1.038,0.647,37.720,155.640,120.178
-2.103,1.043,0.562,29.663,172.974,148.437
-1.955,1.037,0.527,21.790,171.814,185.974
-1.741,1.026,0.501,20.081,162.964,226.624
-1.458,1.003,0.418,24.353,159.546,262.939
-1.149,0.998,0.307,29.663,168.640,290.894
-0.845,0.999,0.177,35.034,186.707,308.716
-0.526,1.012,0.082,38.391,209.961,317.261
-0.245,1.051,-0.010,39.795,234.375,317.932
0.015,1.062,-0.072,36.682,255.554,312.927
0.276,1.057,-0.118,31.982,268.799,306.274
0.527,1.066,-0.170,29.602,274.475,302.307
0.790,1.070,-0.196,26.794,269.470,300.659
1.072,1.075,-0.167,22.156,251.404,299.255
1.350,1.072,-0.107,16.602,221.680,296.082
1.619,1.053,-0.012,10.986,182.739,290.649
1.853,1.068,0.095,6.714,140.442,280.701
2.073,1.043,0.229,4.333,104.187,259.949
2.205,1.042,0.361,5.676,80.017,232.910
2.325,1.021,0.469,10.071,67.261,197.754
2.313,0.987,0.544,14.648,57.922,157.471
2.415,0.973,0.567,12.878,66.711,126.709
2.356,0.931,0.606,23.071,70.923,99.976
2.335,0.881,0.637,28.931,43.701,58.960
2.276,0.807,0.658,31.189,22.949,23.743
2.188,0.753,0.670,26.123,8.362,-2.197
2.107,0.701,0.663,19.104,-3.723,-21.179
1.985,0.650,0.667,14.648,-16.235,-37.170
1.845,0.620,0.651,10.620,-28.992,-52.795
1.701,0.615,0.616,6.104,-37.354,-66.345
1.548,0.585,0.594,2.869,-47.119,-83.374
1.377,0.554,0.573,0.427,-58.228,-103.455
1.229,0.555,0.557,0.549,-68.542,-120.911
1.100,0.511,0.572,-0.061,-78.735,-138.794
0.882,0.546,0.555,1.709,-87.158,-163.452
0.829,0.579,0.536,-0.244,-85.449,-173.706
0.665,0.550,0.550,-4.456,-84.900,-172.424
0.579,0.536,0.562,-12.085,-90.027,-181.152
0.513,0.540,0.557,-15.381,-91.553,-189.697
0.458,0.522,0.577,-20.020,-96.375,-195.801
0.376,0.588,0.604,-23.621,-104.187,-199.585
0.312,0.571,0.638,-29.419,-109.741,-203.613
0.243,0.527,0.678,-33.936,-112.976,-199.280
0.156,0.586,0.707,-33.997,-114.807,-190.735
0.111,0.598,0.725,-34.119,-117.554,-185.852
0.041,0.573,0.752,-34.668,-120.056,-180.420
-0.007,0.575,0.784,-31.799,-122.437,-172.180
-0.030,0.571,0.780,-26.001,-124.084,-164.795
-0.064,0.599,0.777,-21.423,-124.939,-159.119
-0.080,0.551,0.778,-21.118,-123.352,-158.936
-0.102,0.546,0.772,-19.653,-121.765,-156.494
-0.152,0.516,0.763,-18.921,-119.934,-156.067
-0.186,0.497,0.750,-18.311,-116.516,-155.029
-0.212,0.487,0.740,-19.714,-111.633,-150.452
-0.235,0.489,0.739,-21.790,-106.812,-143.555
-0.255,0.498,0.744,-23.560,-104.309,-137.207
-0.294,0.501,0.753,-23.254,-103.516,-129.883
-0.320,0.505,0.768,-21.118,-102.539,-121.643
-0.359,0.492,0.782,-17.944,-100.464,-112.610
-0.380,0.472,0.790,-14.404,-98.572,-103.149
-0.367,0.468,0.793,-10.376,-95.459,-94.727
-0.339,0.469,0.789,-8.301,-90.393,-88.318
-0.319,0.456,0.788,-9.094,-83.740,-85.083
-0.337,0.438,0.802,-11.414,-75.745,-83.496
-0.365,0.422,0.809,-12.756,-67.566,-83.374
-0.361,0.412,0.803,-13.794,-58.960,-81.482
-0.372,0.411,0.795,-14.038,-51.392,-80.688
-0.324,0.427,0.784,-10.986,-47.974,-80.933
-0.375,0.414,0.806,-15.808,-49.011,-65.796
-0.345,0.384,0.815,-18.127,-44.800,-64.819
-0.358,0.403,0.824,-18.494,-42.114,-61.951
-0.362,0.398,0.853,-19.348,-39.063,-55.115
-0.350,0.397,0.867,-17.456,-35.400,-49.133
-0.341,0.391,0.865,-15.015,-33.020,-44.312
-0.323,0.401,0.864,-13.611,-32.104,-39.673
-0.298,0.409,0.860,-13.123,-32.227,-36.316
-0.298,0.406,0.870,-12.878,-32.288,-34.607
-0.298,0.401,0.881,-11.597,-30.396,-33.569
-0.291,0.388,0.890,-10.193,-27.100,-32.593
-0.286,0.388,0.897,-8.911,-23.560,-31.799
-0.287,0.397,0.896,-7.629,-19.470,-31.128
-0.291,0.388,0.896,-6.958,-15.747,-29.785
-0.290,0.378,0.898,-6.226,-12.634,-26.306
-0.259,0.377,0.897,-6.165,-11.414,-22.278
-0.246,0.381,0.902,-6.348,-11.963,-19.043
-0.243,0.335,0.918,-5.859,-13.245,-17.212
-0.279,0.404,0.905,-2.625,-13.855,-12.817
-0.253,0.360,0.891,-3.784,-14.221,-12.390
-0.253,0.351,0.889,-4.944,-13.184,-11.230
-0.241,0.399,0.872,-3.174,-10.925,-8.972
-0.240,0.373,0.882,-3.784,-8.606,-8.362
-0.234,0.374,0.892,-3.906,-7.202,-6.409
-0.196,0.397,0.887,-3.357,-5.737,-4.822
-0.173,0.403,0.893,-4.211,-5.371,-4.333
-0.182,0.402,0.908,-4.944,-5.798,-4.700
-0.180,0.396,0.921,-4.700,-5.798,-5.127
-1.556,0.877,0.850,7.019,37.598,88.196
-1.829,1.007,0.742,18.250,57.617,102.173
-2.105,1.130,0.558,27.710,80.017,117.615
-2.320,1.167,0.399,25.513,105.530,138.245
-2.337,1.105,0.310,14.404,128.174,162.964
-2.357,1.168,0.262,5.310,144.226,198.181
-2.142,1.182,0.275,-1.709,156.738,234.375
-1.808,1.187,0.271,3.662,169.617,265.808
-1.420,1.235,0.290,7.202,184.448,293.640
-1.036,1.237,0.299,11.963,202.454,309.814
-0.674,1.240,0.288,18.799,219.360,320.007
-0.322,1.246,0.256,26.245,232.361,326.477
-0.032,1.227,0.206,33.569,241.211,328.979
0.218,1.194,0.123,37.659,245.056,329.041
0.496,1.194,0.041,37.292,243.591,329.468
0.772,1.175,0.012,30.457,235.962,328.918
1.018,1.145,0.048,19.470,221.313,319.336
1.274,1.123,0.118,9.521,200.989,305.908
1.505,1.090,0.223,0.671,178.589,286.621
1.611,1.111,0.325,-4.639,155.457,263.733
1.714,1.065,0.436,-8.484,132.385,237.732
1.830,1.014,0.518,-4.639,115.051,217.224
1.918,1.057,0.576,2.319,100.342,199.402
2.027,0.984,0.641,6.287,84.656,171.692
2.015,1.026,0.604,1.587,67.749,141.418
2.051,0.903,0.643,5.981,81.055,129.883
2.030,0.863,0.678,11.353,51.453,96.619
1.994,0.812,0.703,15.381,29.907,64.148
1.926,0.775,0.735,14.221,20.508,33.691
1.852,0.751,0.744,9.338,17.700,11.230
1.792,0.723,0.747,4.517,20.081,-2.930
1.733,0.699,0.746,-0.732,16.479,-13.184
1.679,0.682,0.740,-4.700,11.230,-22.827
1.584,0.669,0.735,-4.822,0.916,-37.903
1.481,0.658,0.729,-0.671,-11.658,-58.167
1.374,0.631,0.713,5.432,-23.376,-80.383
1.284,0.601,0.697,11.169,-35.156,-102.539
1.126,0.620,0.683,16.785,-45.898,-124.634
1.042,0.608,0.654,16.846,-56.458,-150.879
0.895,0.601,0.652,11.841,-54.810,-150.940
0.824,0.576,0.641,7.263,-50.964,-154.297
0.758,0.573,0.615,6.165,-55.542,-166.931
0.701,0.569,0.593,5.554,-63.538,-179.138
0.635,0.561,0.579,2.502,-72.388,-189.087
0.568,0.555,0.572,-1.648,-79.773,-196.716
0.501,0.545,0.580,-7.080,-84.961,-201.904
0.432,0.541,0.599,-12.756,-89.844,-206.299
0.358,0.544,0.627,-17.944,-94.299,-209.839
0.280,0.552,0.644,-21.179,-98.389,-212.036
0.197,0.558,0.656,-22.339,-100.769,-212.708
0.129,0.567,0.675,-21.667,-100.952,-210.144
0.080,0.575,0.698,-20.752,-100.342,-203.796
0.055,0.576,0.721,-19.470,-99.915,-195.984
0.042,0.555,0.738,-17.944,-100.037,-189.209
0.041,0.529,0.741,-16.174,-102.356,-184.875
0.026,0.504,0.733,-16.052,-107.910,-182.617
-0.020,0.482,0.723,-17.761,-116.272,-181.274
-0.085,0.470,0.709,-19.470,-124.023,-178.101
-0.153,0.470,0.693,-21.423,-130.371,-171.875
-0.230,0.476,0.673,-22.156,-135.559,-163.147
-0.299,0.477,0.670,-22.095,-136.047,-150.085
-0.333,0.458,0.678,-22.156,-133.545,-135.925
-0.325,0.465,0.680,-22.034,-130.981,-124.756
-0.334,0.492,0.682,-23.010,-127.747,-116.333
-0.370,0.498,0.700,-25.757,-122.803,-111.023
-0.410,0.505,0.732,-27.710,-115.540,-107.117
-0.453,0.515,0.770,-28.320,-105.530,-103.638
-0.491,0.512,0.811,-26.611,-92.163,-98.816
-0.496,0.516,0.835,-22.339,-76.294,-92.651
-0.482,0.511,0.844,-16.907,-61.707,-87.097
-0.463,0.500,0.832,-11.902,-51.819,-82.886
-0.460,0.493,0.815,-8.545,-46.814,-80.383
-0.448,0.476,0.783,-2.991,-49.500,-85.938
-0.500,0.465,0.798,-5.676,-50.293,-64.392
-0.480,0.435,0.790,-7.568,-46.143,-55.664
-0.457,0.456,0.778,-10.925,-45.959,-53.345
-0.433,0.473,0.778,-16.235,-43.823,-43.823
-0.402,0.466,0.812,-23.254,-40.161,-38.147
-0.396,0.465,0.857,-27.771,-37.781,-36.621
-0.389,0.462,0.893,-27.832,-34.546,-35.095
-0.377,0.461,0.918,-25.818,-30.945,-32.654
-0.354,0.469,0.935,-22.095,-26.428,-29.480
-0.352,0.469,0.951,-17.212,-22.766,-27.039
-0.337,0.454,0.952,-13.489,-19.226,-24.719
-0.314,0.437,0.948,-8.606,-15.320,-22.400
-0.283,0.424,0.938,-4.578,-12.695,-19.714
-0.253,0.422,0.932,-2.014,-11.658,-17.578
-0.225,0.412,0.922,-1.160,-11.169,-15.381
-0.213,0.391,0.927,-0.977,-11.292,-13.428
-0.212,0.387,0.921,-0.671,-11.963,-11.414
-0.192,0.384,0.910,-0.183,-10.681,-9.827
-0.179,0.388,0.902,-0.610,-10.254,-8.179
-0.178,0.389,0.904,-1.038,-10.620,-7.080
-0.178,0.376,0.905,-2.014,-11.780,-6.409
-0.178,0.374,0.904,-2.136,-12.573,-5.676
-0.169,0.376,0.907,-2.197,-11.475,-5.188
-0.167,0.380,0.912,-1.953,-9.155,-4.761
-0.171,0.375,0.919,-0.427,-6.348,-4.333
-0.161,0.368,0.914,1.648,-3.296,-3.296
-0.139,0.370,0.903,3.418,-0.916,-1.831
-1.416,0.930,0.868,-8.606,41.992,89.600
-1.510,0.971,0.846,3.174,77.759,91.736
-1.578,0.982,0.780,15.747,118.774,95.093
-1.605,0.975,0.675,28.931,158.691,105.774
-1.560,0.952,0.544,38.086,187.134,125.183
-1.465,0.940,0.458,39.246,197.754,151.428
-1.331,0.885,0.430,35.339,195.129,184.814
-1.174,0.911,0.355,32.471,186.462,223.145
-1.016,0.928,0.289,25.879,173.523,252.808
-0.903,0.956,0.253,16.418,158.447,278.625
-0.800,0.980,0.265,7.141,146.423,302.490
-0.654,1.024,0.268,3.601,141.907,325.012
-0.466,1.063,0.244,5.127,147.827,340.454
-0.264,1.092,0.200,8.728,161.987,350.647
-0.016,1.125,0.146,13.733,180.969,351.501
0.224,1.148,0.107,16.785,206.360,341.980
0.447,1.152,0.075,16.052,231.262,327.576
0.708,1.128,0.076,16.052,246.338,310.608
0.964,1.125,0.091,17.029,246.643,293.335
1.243,1.102,0.128,15.076,230.530,280.029
1.491,1.063,0.185,11.414,197.449,270.081
1.707,1.032,0.233,9.216,153.137,259.277
1.852,1.077,0.298,6.897,109.558,247.620
2.032,1.056,0.408,1.648,75.806,228.699
2.212,1.038,0.556,-0.610,58.289,202.942
2.207,1.084,0.626,-7.446,44.739,164.917
2.310,0.980,0.725,-11.780,84.656,152.344
2.329,1.000,0.751,5.859,78.796,110.901
2.318,0.899,0.793,18.433,60.730,60.913
2.248,0.863,0.800,25.146,50.232,25.085
2.152,0.869,0.771,24.902,44.373,2.136
2.023,0.795,0.761,21.240,34.790,-11.963
1.896,0.801,0.734,19.714,18.555,-24.780
1.749,0.785,0.696,19.714,-0.366,-47.180
1.580,0.765,0.663,20.264,-18.250,-71.289
1.411,0.727,0.642,19.897,-35.583,-96.985
1.232,0.703,0.633,20.386,-50.659,-120.422
1.034,0.638,0.617,20.081,-58.899,-146.179
0.892,0.649,0.586,20.508,-65.857,-160.767
0.747,0.669,0.574,14.587,-64.331,-157.715
0.655,0.622,0.581,7.080,-63.904,-167.419
0.555,0.627,0.577,5.188,-68.420,-180.115
0.458,0.629,0.571,4.456,-72.021,-189.636
0.403,0.617,0.582,3.174,-69.885,-187.378
0.363,0.597,0.584,0.854,-75.867,-195.435
0.342,0.577,0.581,-4.944,-79.712,-202.393
0.302,0.596,0.581,-13.428,-83.069,-202.026
0.232,0.573,0.603,-23.865,-88.806,-201.355
0.171,0.521,0.646,-32.227,-95.764,-198.547
0.125,0.550,0.660,-36.133,-103.638,-190.674
0.081,0.560,0.682,-39.429,-110.413,-184.082
0.068,0.507,0.723,-42.419,-116.394,-179.138
0.014,0.586,0.751,-40.771,-122.864,-169.983
0.031,0.553,0.799,-40.161,-127.258,-168.335
0.015,0.567,0.832,-36.804,-128.601,-165.649
-0.008,0.592,0.854,-31.128,-127.258,-164.368
-0.006,0.550,0.875,-25.635,-121.277,-167.480
-0.048,0.609,0.897,-18.860,-112.610,-165.527
-0.036,0.574,0.907,-14.282,-101.013,-166.809
-0.071,0.551,0.897,-8.667,-89.050,-165.833
-0.109,0.532,0.857,-3.418,-82.336,-164.490
-0.161,0.511,0.810,0.305,-81.116,-162.048
-0.224,0.488,0.773,1.404,-84.473,-155.029
-0.262,0.465,0.750,-0.305,-90.393,-143.616
